"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","NECO","Polytechnic","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Female","disabled","WAEC","Polytechnic","16","16","10","3","3","0","2.0","0","6","7","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NABTEB","Polytechnic","72","71","45","12","8","4","2.0","1","26","34","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","NECO","Polytechnic","143","141","88","25","23","2","2.0","2","53","63","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","all","WAEC","Polytechnic","203","200","129","37","32","5","2.0","3","71","92","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NABTEB","Polytechnic","8","8","4","0","0","0","2.0","0","4","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","NECO","Polytechnic","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Comprehensive High School, Abak Urban I","Male","disabled","WAEC","Polytechnic","19","19","10","3","3","0","2.0","0","9","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NABTEB","College of Education","98","97","67","24","21","3","2.1","1","30","44","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","NECO","College of Education","170","167","115","42","38","5","2.0","3","52","72","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","all","WAEC","College of Education","220","217","138","49","45","4","2.0","3","79","89","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NABTEB","College of Education","8","8","4","3","3","0","2.1","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","NECO","College of Education","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Female","disabled","WAEC","College of Education","15","15","9","3","3","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NABTEB","College of Education","107","105","73","24","21","3","2.1","2","32","49","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","NECO","College of Education","208","205","137","50","46","4","2.0","3","68","88","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","all","WAEC","College of Education","245","241","158","49","45","4","2.0","4","83","110","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NABTEB","College of Education","8","8","4","3","3","0","2.1","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","NECO","College of Education","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Government Secondary School, Abak Urban I","Male","disabled","WAEC","College of Education","20","20","13","3","3","0","2.0","0","7","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","NABTEB","University","60","59","40","12","13","0","1.8","1","19","29","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","NECO","University","127","125","76","29","27","2","1.8","2","49","47","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","all","WAEC","University","145","143","94","31","26","5","1.8","2","49","64","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","disabled","NABTEB","University","8","8","4","3","3","0","1.8","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","disabled","NECO","University","10","10","5","4","4","0","1.8","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Female","disabled","WAEC","University","11","11","6","3","3","0","1.8","0","5","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Male","all","NABTEB","University","65","64","37","8","8","0","1.8","1","27","30","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Male","all","NECO","University","125","123","83","29","27","2","1.8","2","40","55","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Male","all","WAEC","University","162","160","103","34","29","5","1.8","2","57","70","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Male","disabled","NABTEB","University","8","8","4","0","0","0","1.8","0","4","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Male","disabled","NECO","University","10","10","6","4","4","0","1.8","0","4","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban I","Unity College, Abak","Male","disabled","WAEC","University","10","10","7","2","2","0","1.8","0","3","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Female","all","NABTEB","Polytechnic","67","66","45","16","13","3","2.0","1","21","30","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Female","all","NECO","Polytechnic","136","134","88","32","27","5","2.0","2","46","57","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Female","all","WAEC","Polytechnic","150","148","92","31","26","5","2.0","2","56","62","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Female","disabled","NABTEB","Polytechnic","8","8","4","3","3","0","2.0","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Female","disabled","NECO","Polytechnic","10","10","6","4","4","0","2.0","0","4","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Female","disabled","WAEC","Polytechnic","13","13","7","3","3","0","2.0","0","6","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Male","all","NABTEB","Polytechnic","69","68","42","16","13","3","2.0","1","26","27","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Male","all","NECO","Polytechnic","146","144","93","29","27","2","2.0","2","51","65","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Male","all","WAEC","Polytechnic","160","158","101","34","29","5","2.0","2","57","68","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Male","disabled","NABTEB","Polytechnic","8","8","4","3","3","0","2.0","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Male","disabled","NECO","Polytechnic","13","13","7","4","4","0","2.0","0","6","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Community Secondary School, Abak Urban II","Male","disabled","WAEC","Polytechnic","15","15","9","3","3","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Female","all","NABTEB","University","102","100","64","20","17","3","1.8","2","36","45","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Female","all","NECO","University","213","210","135","43","38","5","1.8","3","75","93","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Female","all","WAEC","University","265","261","167","52","48","4","1.8","4","94","116","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Female","disabled","NABTEB","University","10","10","4","3","3","0","1.8","0","6","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Female","disabled","NECO","University","26","26","15","4","4","0","1.8","0","11","11","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Female","disabled","WAEC","University","29","29","17","6","7","0","1.8","0","12","12","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Male","all","NABTEB","University","118","116","72","20","17","3","1.8","2","44","53","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Male","all","NECO","University","249","245","154","47","42","5","1.8","4","91","108","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Male","all","WAEC","University","303","299","189","52","48","4","1.8","4","110","138","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Male","disabled","NABTEB","University","15","15","7","4","4","0","1.8","0","8","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Male","disabled","NECO","University","30","30","19","4","4","0","1.8","0","11","15","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Comprehensive High School, Abak Urban II","Male","disabled","WAEC","University","41","40","24","6","7","0","1.8","1","16","18","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Female","all","NABTEB","Polytechnic","65","64","40","16","13","3","2.0","1","24","25","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Female","all","NECO","Polytechnic","132","130","85","32","30","2","2.0","2","45","53","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Female","all","WAEC","Polytechnic","158","156","102","43","39","4","2.0","2","54","59","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Female","disabled","NABTEB","Polytechnic","8","8","4","3","3","0","2.0","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Female","disabled","NECO","Polytechnic","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Female","disabled","WAEC","Polytechnic","19","19","12","3","3","0","2.0","0","7","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Male","all","NABTEB","Polytechnic","69","68","42","16","17","0","2.0","1","26","27","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Male","all","NECO","Polytechnic","151","149","105","36","30","6","2.0","2","44","70","6"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Male","all","WAEC","Polytechnic","176","173","112","40","36","4","2.0","3","61","73","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Male","disabled","NABTEB","Polytechnic","8","8","4","3","3","0","2.0","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Male","disabled","NECO","Polytechnic","18","18","12","4","4","0","2.0","0","6","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Government Secondary School, Abak Urban II","Male","disabled","WAEC","Polytechnic","19","19","12","3","3","0","2.0","0","7","10","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Female","all","NABTEB","University","84","83","51","20","17","3","1.8","1","32","32","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Female","all","NECO","University","149","147","95","36","30","6","1.8","2","52","60","6"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Female","all","WAEC","University","175","172","112","43","39","4","1.8","3","60","69","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Female","disabled","NABTEB","University","8","8","4","3","3","0","1.8","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Female","disabled","NECO","University","21","21","12","4","4","0","1.8","0","9","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Female","disabled","WAEC","University","24","24","14","6","7","0","1.8","0","10","9","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Male","all","NABTEB","University","103","101","65","20","17","3","1.8","2","36","45","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Male","all","NECO","University","205","202","130","39","34","5","1.8","3","72","92","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Male","all","WAEC","University","218","215","136","40","36","4","1.8","3","79","96","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Male","disabled","NABTEB","University","11","11","7","4","4","0","1.8","0","4","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Male","disabled","NECO","University","26","26","17","4","4","0","1.8","0","9","13","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban II","Unity College, Abak","Male","disabled","WAEC","University","27","27","14","3","3","0","1.8","0","13","12","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Female","all","NABTEB","College of Education","89","88","56","20","17","3","2.1","1","32","37","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Female","all","NECO","College of Education","186","183","120","39","34","5","2.0","3","63","81","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Female","all","WAEC","College of Education","226","223","134","40","36","4","2.0","3","89","95","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Female","disabled","NABTEB","College of Education","8","8","5","3","3","0","2.1","0","3","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Female","disabled","NECO","College of Education","18","18","12","4","4","0","2.0","0","6","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Female","disabled","WAEC","College of Education","21","21","12","3","3","0","2.0","0","9","9","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Male","all","NABTEB","College of Education","107","105","62","16","13","3","2.1","2","43","46","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Male","all","NECO","College of Education","234","231","147","43","38","5","2.0","3","84","105","5"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Male","all","WAEC","College of Education","268","264","167","49","42","7","2.0","4","97","119","7"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Male","disabled","NABTEB","College of Education","10","10","7","3","3","0","2.1","0","3","3","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Male","disabled","NECO","College of Education","23","23","14","4","4","0","2.0","0","9","11","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Community Secondary School, Abak Urban III","Male","disabled","WAEC","College of Education","27","27","14","3","3","0","2.0","0","13","12","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Female","all","NABTEB","College of Education","51","50","30","12","13","0","2.1","1","20","18","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Female","all","NECO","College of Education","89","88","58","24","22","2","2.0","1","30","33","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Female","all","WAEC","College of Education","122","120","72","25","23","2","2.0","2","48","48","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Female","disabled","NABTEB","College of Education","10","10","6","4","4","0","2.1","0","4","2","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Female","disabled","NECO","College of Education","10","10","5","4","4","0","2.0","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Female","disabled","WAEC","College of Education","14","14","8","3","3","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Male","all","NABTEB","College of Education","53","52","32","12","13","0","2.1","1","20","21","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Male","all","NECO","College of Education","97","96","58","18","15","3","2.0","1","38","40","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Male","all","WAEC","College of Education","125","123","82","25","23","2","2.0","2","41","57","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Male","disabled","NABTEB","College of Education","8","8","4","3","3","0","2.1","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Male","disabled","NECO","College of Education","10","10","5","4","4","0","2.0","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Comprehensive High School, Abak Urban III","Male","disabled","WAEC","College of Education","13","13","8","3","3","0","2.0","0","5","5","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Female","all","NABTEB","Polytechnic","75","74","46","16","13","3","2.0","1","28","30","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Female","all","NECO","Polytechnic","146","144","95","32","30","2","2.0","2","49","64","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Female","all","WAEC","Polytechnic","189","186","119","40","36","4","2.0","3","67","79","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Female","disabled","NABTEB","Polytechnic","8","8","4","3","3","0","2.0","0","4","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Female","disabled","NECO","Polytechnic","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Female","disabled","WAEC","Polytechnic","20","20","11","3","3","0","2.0","0","9","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Male","all","NABTEB","Polytechnic","75","74","46","16","13","3","2.0","1","28","30","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Male","all","NECO","Polytechnic","149","147","90","29","27","2","2.0","2","57","62","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Male","all","WAEC","Polytechnic","196","193","125","43","39","4","2.0","3","68","83","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Male","disabled","NABTEB","Polytechnic","10","10","5","4","4","0","2.0","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Male","disabled","NECO","Polytechnic","15","15","9","4","4","0","2.0","0","6","6","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Government Secondary School, Abak Urban III","Male","disabled","WAEC","Polytechnic","20","20","11","3","3","0","2.0","0","9","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Female","all","NABTEB","University","91","90","59","20","17","3","1.8","1","31","40","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Female","all","NECO","University","159","157","98","32","30","2","1.8","2","59","67","2"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Female","all","WAEC","University","218","215","129","40","36","4","1.8","3","86","89","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Female","disabled","NABTEB","University","11","11","7","4","4","0","1.8","0","4","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Female","disabled","NECO","University","21","21","12","4","4","0","1.8","0","9","8","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Female","disabled","WAEC","University","30","30","18","6","7","0","1.8","0","12","12","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Male","all","NABTEB","University","119","117","76","24","21","3","1.8","2","41","52","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Male","all","NECO","University","194","191","110","29","26","3","1.8","3","81","81","3"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Male","all","WAEC","University","275","271","160","43","39","4","1.8","4","111","118","4"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Male","disabled","NABTEB","University","14","14","8","4","4","0","1.8","0","6","4","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Male","disabled","NECO","University","26","26","15","4","4","0","1.8","0","11","11","0"
"2019/2020","South South","Akwa Ibom","Abak","Abak Urban III","Unity College, Abak","Male","disabled","WAEC","University","36","35","20","3","3","0","1.8","1","15","17","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Female","all","NABTEB","College of Education","99","98","71","27","25","2","2.1","1","27","44","2"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Female","all","NECO","College of Education","208","205","142","50","42","8","2.0","3","63","93","8"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Female","all","WAEC","College of Education","250","246","160","58","52","6","2.0","4","86","103","6"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Female","disabled","NABTEB","College of Education","10","10","5","4","4","0","2.1","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Female","disabled","NECO","College of Education","18","18","12","4","4","0","2.0","0","6","8","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Female","disabled","WAEC","College of Education","21","21","14","3","3","0","2.0","0","7","11","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Male","all","NABTEB","College of Education","103","101","71","24","21","3","2.1","2","30","47","3"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Male","all","NECO","College of Education","202","199","132","43","38","5","2.0","3","67","89","5"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Male","all","WAEC","College of Education","250","246","167","58","52","6","2.0","4","79","110","6"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Male","disabled","NABTEB","College of Education","10","10","5","4","4","0","2.1","0","5","1","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Male","disabled","NECO","College of Education","20","20","11","4","4","0","2.0","0","9","8","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Community Secondary School, Central I","Male","disabled","WAEC","College of Education","24","24","14","6","7","0","2.0","0","10","9","0"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Comprehensive High School, Central I","Female","all","NABTEB","College of Education","104","102","70","27","25","2","2.1","2","32","44","2"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Comprehensive High School, Central I","Female","all","NECO","College of Education","207","204","132","47","42","5","2.0","3","72","85","5"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Comprehensive High School, Central I","Female","all","WAEC","College of Education","295","291","207","86","78","8","2.0","4","84","122","8"
"2019/2020","South South","Akwa Ibom","Eket","Central I","Comprehensive High School, Central I","Female","disabled","NABTEB","College of Education","10","10","5","4","4","0","2.1","0","5","1","0"
