"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Female","disabled","WAEC","2-year","College of Education","6","2","0","0","0","2.0","0","0","4","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Female","disabled","WAEC","3-5-year","College of Education","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Female","disabled","WAEC","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NABTEB","1-year","College of Education","38","23","5","5","0","1.0","0","0","15","18","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NABTEB","2-year","College of Education","22","11","5","5","0","2.0","0","0","11","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NABTEB","3-5-year","College of Education","16","8","0","0","0","1.5","0","0","8","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NABTEB","5+-year","College of Education","11","6","0","0","0","1.5","0","0","5","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NECO","1-year","College of Education","84","48","18","14","4","1.0","0","0","36","30","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NECO","2-year","College of Education","58","33","9","9","0","2.0","0","0","25","24","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NECO","3-5-year","College of Education","32","20","4","5","0","1.5","0","0","12","16","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","NECO","5+-year","College of Education","17","10","4","5","0","1.5","0","0","7","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","WAEC","1-year","College of Education","111","60","19","16","3","1.0","0","0","51","41","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","WAEC","2-year","College of Education","57","33","8","8","0","2.0","0","0","24","25","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","WAEC","3-5-year","College of Education","43","26","8","8","0","1.5","0","0","17","18","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","all","WAEC","5+-year","College of Education","23","12","4","4","0","1.5","0","0","11","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NECO","1-year","College of Education","12","5","4","5","0","1.0","0","0","7","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NECO","2-year","College of Education","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","NECO","5+-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","WAEC","1-year","College of Education","11","7","4","4","0","1.0","0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","WAEC","2-year","College of Education","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","WAEC","3-5-year","College of Education","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Community Secondary School, Lafiagi I","Male","disabled","WAEC","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NABTEB","1-year","College of Education","30","17","5","5","0","1.0","0","0","13","12","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NABTEB","2-year","College of Education","19","11","5","5","0","2.0","0","0","8","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NABTEB","3-5-year","College of Education","11","6","5","5","0","1.5","0","0","5","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NABTEB","5+-year","College of Education","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NECO","1-year","College of Education","55","30","9","10","0","1.0","0","0","25","21","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NECO","2-year","College of Education","32","18","4","5","0","2.0","0","0","14","14","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NECO","3-5-year","College of Education","20","13","4","5","0","1.5","0","0","7","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","NECO","5+-year","College of Education","12","5","4","0","4","1.5","0","0","7","1","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","WAEC","1-year","College of Education","74","42","12","12","0","1.0","0","0","32","30","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","WAEC","2-year","College of Education","51","28","8","8","0","2.0","0","0","23","20","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","WAEC","3-5-year","College of Education","26","14","4","4","0","1.5","0","0","12","10","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","all","WAEC","5+-year","College of Education","17","9","4","0","4","1.5","0","0","8","5","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NABTEB","1-year","College of Education","5","3","5","5","0","1.0","0","0","2","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NECO","1-year","College of Education","6","3","4","5","0","1.0","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NECO","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","WAEC","1-year","College of Education","11","5","4","4","0","1.0","0","0","6","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","WAEC","2-year","College of Education","6","5","0","0","0","2.0","0","0","1","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","WAEC","3-5-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Female","disabled","WAEC","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NABTEB","1-year","College of Education","41","23","5","5","0","1.0","0","0","18","18","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NABTEB","2-year","College of Education","24","14","5","5","0","2.0","0","0","10","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NABTEB","3-5-year","College of Education","14","8","0","0","0","1.5","0","0","6","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NABTEB","5+-year","College of Education","8","3","0","0","0","1.5","0","0","5","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NECO","1-year","College of Education","70","36","9","5","4","1.0","0","0","34","27","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NECO","2-year","College of Education","41","23","4","5","0","2.0","0","0","18","19","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NECO","3-5-year","College of Education","26","15","4","5","0","1.5","0","0","11","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","NECO","5+-year","College of Education","12","5","0","0","0","1.5","0","0","7","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","WAEC","1-year","College of Education","80","44","12","12","0","1.0","0","0","36","32","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","WAEC","2-year","College of Education","57","30","8","8","0","2.0","0","0","27","22","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","WAEC","3-5-year","College of Education","37","19","8","4","4","1.5","0","0","18","11","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","all","WAEC","5+-year","College of Education","17","9","4","4","0","1.5","0","0","8","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NABTEB","1-year","College of Education","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NABTEB","2-year","College of Education","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NABTEB","3-5-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NABTEB","5+-year","College of Education","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NECO","1-year","College of Education","9","5","0","0","0","1.0","0","0","4","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NECO","2-year","College of Education","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NECO","3-5-year","College of Education","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","NECO","5+-year","College of Education","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","WAEC","1-year","College of Education","11","5","4","4","0","1.0","0","0","6","1","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","WAEC","2-year","College of Education","6","5","0","0","0","2.0","0","0","1","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","WAEC","3-5-year","College of Education","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Comprehensive High School, Lafiagi I","Male","disabled","WAEC","5+-year","College of Education","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NABTEB","1-year","University","24","14","5","5","0","1.0","0","0","10","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NABTEB","2-year","University","16","11","5","5","0","2.0","0","0","5","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NABTEB","3-5-year","University","11","6","0","0","0","1.5","0","0","5","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NABTEB","5+-year","University","5","3","0","0","0","1.5","0","0","2","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NECO","1-year","University","46","28","9","9","0","1.0","0","0","18","19","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NECO","2-year","University","32","18","9","5","4","2.0","0","0","14","9","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NECO","3-5-year","University","23","13","4","5","0","1.5","0","0","10","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","NECO","5+-year","University","9","5","0","0","0","1.5","0","0","4","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","WAEC","1-year","University","77","42","16","16","0","1.0","0","0","35","26","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","WAEC","2-year","University","48","28","12","8","4","2.0","0","0","20","16","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","WAEC","3-5-year","University","26","16","4","4","0","1.5","0","0","10","12","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","all","WAEC","5+-year","University","14","7","4","4","0","1.5","0","0","7","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NABTEB","1-year","University","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NECO","1-year","University","6","2","5","5","0","1.0","0","0","4","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NECO","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NECO","3-5-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","NECO","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","WAEC","1-year","University","11","7","4","4","0","1.0","0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","WAEC","2-year","University","6","5","0","0","0","2.0","0","0","1","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","WAEC","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Female","disabled","WAEC","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NABTEB","1-year","University","33","20","5","5","0","1.0","0","0","13","15","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NABTEB","2-year","University","22","11","5","5","0","2.0","0","0","11","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NABTEB","3-5-year","University","14","8","0","0","0","1.5","0","0","6","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NABTEB","5+-year","University","8","6","0","0","0","1.5","0","0","2","6","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NECO","1-year","University","58","33","14","9","5","1.0","0","0","25","19","5"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NECO","2-year","University","38","20","9","5","4","2.0","0","0","18","11","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NECO","3-5-year","University","29","15","5","5","0","1.5","0","0","14","10","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","NECO","5+-year","University","12","5","0","0","0","1.5","0","0","7","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","WAEC","1-year","University","85","53","16","16","0","1.0","0","0","32","37","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","WAEC","2-year","University","51","30","12","8","4","2.0","0","0","21","18","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","WAEC","3-5-year","University","31","19","8","8","0","1.5","0","0","12","11","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","all","WAEC","5+-year","University","20","12","4","4","0","1.5","0","0","8","8","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NABTEB","1-year","University","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NECO","1-year","University","9","5","5","5","0","1.0","0","0","4","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NECO","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NECO","3-5-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","NECO","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","WAEC","1-year","University","11","7","4","4","0","1.0","0","0","4","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","WAEC","2-year","University","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","WAEC","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Government Secondary School, Lafiagi I","Male","disabled","WAEC","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NABTEB","1-year","University","44","26","9","10","0","1.0","0","0","18","17","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NABTEB","2-year","University","24","14","5","5","0","2.0","0","0","10","9","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NABTEB","3-5-year","University","14","8","5","5","0","1.5","0","0","6","3","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NABTEB","5+-year","University","8","6","5","0","5","1.5","0","0","2","1","5"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NECO","1-year","University","73","43","14","14","0","1.0","0","0","30","29","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NECO","2-year","University","49","30","9","10","0","2.0","0","0","19","21","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NECO","3-5-year","University","32","18","9","5","4","1.5","0","0","14","9","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","NECO","5+-year","University","14","10","5","5","0","1.5","0","0","4","5","0"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","WAEC","1-year","University","94","53","23","20","3","1.0","0","0","41","30","3"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","WAEC","2-year","University","63","35","16","12","4","2.0","0","0","28","19","4"
"2019/2020","North Central","Kwara","Edu","Lafiagi I","Unity College, Edu","Female","all","WAEC","3-5-year","University","37","21","8","8","0","1.5","0","0","16","13","0"
