session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,all,NABTEB,2-year,Polytechnic,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,University,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,18,17,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,University,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,University,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,29,22,2,0,0,0,7
2022/2023,Female,all,NABTEB,2-year,University,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,0,0,47,44,1,0,0,0,3
2022/2023,Female,all,NABTEB,2-year,University,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,18,11,2,0,0,0,7
2022/2023,Female,all,NABTEB,2-year,University,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,18,11,2,0,0,0,7
2022/2023,Female,all,NABTEB,2-year,University,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,University,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,37,33,1,0,0,0,4
2022/2023,Female,all,NABTEB,2-year,University,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,University,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,0,0,18,11,2,0,0,0,7
2022/2023,Female,all,NABTEB,2-year,University,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,18,17,0,0,0,0,1
2022/2023,Female,all,NABTEB,2-year,University,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,18,17,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,0,0,32,31,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,21,20,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,18,17,0,0,0,0,1
2022/2023,Female,all,NABTEB,3-5-year,University,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,University,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,University,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,11,0,3,0,0,0,11
2022/2023,Female,all,NABTEB,5+-year,University,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,18,11,2,0,0,0,7
2022/2023,Female,all,NABTEB,5+-year,University,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,0,0,21,11,3,0,0,0,10
2022/2023,Female,all,NABTEB,5+-year,University,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,University,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,11,10,0,0,0,0,1
2022/2023,Female,all,NABTEB,5+-year,University,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,11,0,3,0,0,0,11
2022/2023,Female,all,NABTEB,5+-year,University,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,11,0,3,0,0,0,11
2022/2023,Female,all,NABTEB,5+-year,University,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,University,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NABTEB,5+-year,University,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,8,0,2,0,0,0,8
2022/2023,Female,all,NABTEB,5+-year,University,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,all,NECO,1-year,College of Education,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,8,7,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,0,0,10,9,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,8,7,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,4,3,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,4,3,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,0,0,11,9,1,0,0,0,2
2022/2023,Female,all,NECO,1-year,College of Education,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,0,0,15,14,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,5,4,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,College of Education,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,0,0,5,3,1,0,0,0,2
2022/2023,Female,all,NECO,1-year,College of Education,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,0,0,5,4,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Adadama,South South,Cross River,Abi,Adadama,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Ebom,South South,Cross River,Abi,Ebom,,0,0,0,5,4,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,0,0,5,4,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,0,0,7,5,1,0,0,0,2
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,0,0,5,4,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,0,0,4,3,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,0,0,4,3,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,0,0,8,7,0,0,0,0,1
2022/2023,Female,all,NECO,1-year,Polytechnic,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,0,0,9,8,0,0,0,0,1
