session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,703.5,6.0,19.0,13.0,34.65,0.0,117.25,37.0263,54.1154,8.75,1.63,0.87,3.98,2.88,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,all,Public,SSS,SSS1,SSS1,150.5,2.5,4.0,2.75,36.65,0.25,60.2,37.625,54.7273,1.36,1.09,0.37,1.58,1.15,1.12
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,17.325,0.0,7.6667,23.0,23.0,0.11,0.15,0.17,0.33,0.22,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,17.825,0.0,3.0,21.0,21.0,0.12,0.53,0.43,0.81,0.55,0.53
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.0,3.0,0.5,0.25,17.325,0.0,6.3333,38.0,76.0,0.15,0.52,0.27,1.18,0.79,0.78
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,all,Private,JSS,JSS1,JSS1,59.0,1.0,1.5,1.0,35.65,0.0,59.0,39.3333,59.0,0.48,0.37,0.14,0.63,0.46,0.44
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,190.25,1.5,5.25,3.75,34.65,0.0,126.8333,36.2381,50.7333,2.57,0.41,0.23,1.01,0.73,0.71
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,all,Private,SSS,SSS1,SSS1,48.75,1.0,1.5,1.0,36.65,0.25,48.75,32.5,48.75,0.55,0.44,0.16,0.64,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,all,Public,JSS,JSS1,JSS1,228.0,3.5,5.5,4.0,35.65,0.0,65.1429,41.4545,57.0,1.74,1.3,0.5,2.19,1.6,1.55
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,723.25,6.0,19.5,13.5,34.65,0.0,120.5417,37.0897,53.5741,9.09,1.63,0.88,3.99,2.89,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,all,Public,SSS,SSS1,SSS1,143.5,2.5,3.75,2.75,36.65,0.25,57.4,38.2667,52.1818,1.23,1.09,0.38,1.58,1.15,1.11
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,17.325,0.0,7.0,21.0,21.0,0.12,0.15,0.18,0.34,0.23,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,disabled,Public,JSS,JSS1,JSS1,6.5,1.75,0.25,0.25,17.825,0.0,3.7143,26.0,26.0,0.1,0.52,0.36,0.77,0.51,0.5
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.75,3.0,0.5,0.25,17.325,0.0,6.5833,39.5,79.0,0.14,0.52,0.26,1.17,0.78,0.77
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,Private,JSS,JSS1,JSS1,52.75,1.0,1.5,1.0,35.65,0.0,52.75,35.1667,52.75,0.52,0.37,0.15,0.64,0.46,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,200.75,1.5,5.5,4.0,34.65,0.0,133.8333,36.5,50.1875,2.76,0.41,0.23,1.01,0.73,0.72
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,Private,SSS,SSS1,SSS1,47.5,1.0,1.5,1.0,36.65,0.25,47.5,31.6667,47.5,0.56,0.44,0.16,0.64,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,Public,JSS,JSS1,JSS1,190.75,3.5,4.5,3.25,35.65,0.0,54.5,42.3889,58.6923,1.31,1.29,0.49,2.17,1.58,1.53
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,703.5,6.0,19.0,13.0,34.65,0.0,117.25,37.0263,54.1154,8.75,1.63,0.87,3.98,2.88,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,Public,SSS,SSS1,SSS1,150.5,2.5,4.0,2.75,36.65,0.25,60.2,37.625,54.7273,1.36,1.09,0.37,1.58,1.15,1.12
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,17.325,0.0,7.6667,23.0,23.0,0.11,0.15,0.17,0.33,0.22,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,17.825,0.0,3.0,21.0,21.0,0.12,0.53,0.43,0.81,0.55,0.53
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.0,3.0,0.5,0.25,17.325,0.0,6.3333,38.0,76.0,0.15,0.52,0.27,1.18,0.79,0.78
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,Private,JSS,JSS1,JSS1,59.0,1.0,1.5,1.0,35.65,0.0,59.0,39.3333,59.0,0.48,0.37,0.14,0.63,0.46,0.44
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,190.25,1.5,5.25,3.75,34.65,0.0,126.8333,36.2381,50.7333,2.57,0.41,0.23,1.01,0.73,0.71
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,Private,SSS,SSS1,SSS1,48.75,1.0,1.5,1.0,36.65,0.25,48.75,32.5,48.75,0.55,0.44,0.16,0.64,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,Public,JSS,JSS1,JSS1,228.0,3.5,5.5,4.0,35.65,0.0,65.1429,41.4545,57.0,1.74,1.3,0.5,2.19,1.6,1.55
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,723.25,6.0,19.5,13.5,34.65,0.0,120.5417,37.0897,53.5741,9.09,1.63,0.88,3.99,2.89,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,Public,SSS,SSS1,SSS1,143.5,2.5,3.75,2.75,36.65,0.25,57.4,38.2667,52.1818,1.23,1.09,0.38,1.58,1.15,1.11
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,17.325,0.0,7.0,21.0,21.0,0.12,0.15,0.18,0.34,0.23,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,Public,JSS,JSS1,JSS1,6.5,1.75,0.25,0.25,17.825,0.0,3.7143,26.0,26.0,0.1,0.52,0.36,0.77,0.51,0.5
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.75,3.0,0.5,0.25,17.325,0.0,6.5833,39.5,79.0,0.14,0.52,0.26,1.17,0.78,0.77
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,Private,JSS,JSS1,JSS1,52.75,1.0,1.5,1.0,35.65,0.0,52.75,35.1667,52.75,0.52,0.37,0.15,0.64,0.46,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,200.75,1.5,5.5,4.0,34.65,0.0,133.8333,36.5,50.1875,2.76,0.41,0.23,1.01,0.73,0.72
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,Private,SSS,SSS1,SSS1,47.5,1.0,1.5,1.0,36.65,0.25,47.5,31.6667,47.5,0.56,0.44,0.16,0.64,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,Public,JSS,JSS1,JSS1,190.75,3.5,4.5,3.25,35.65,0.0,54.5,42.3889,58.6923,1.31,1.29,0.49,2.17,1.58,1.53
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,703.5,6.0,19.0,13.0,34.65,0.0,117.25,37.0263,54.1154,8.75,1.63,0.87,3.98,2.88,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,Public,SSS,SSS1,SSS1,150.5,2.5,4.0,2.75,36.65,0.25,60.2,37.625,54.7273,1.36,1.09,0.37,1.58,1.15,1.12
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,17.325,0.0,7.6667,23.0,23.0,0.11,0.15,0.17,0.33,0.22,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,17.825,0.0,3.0,21.0,21.0,0.12,0.53,0.43,0.81,0.55,0.53
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.0,3.0,0.5,0.25,17.325,0.0,6.3333,38.0,76.0,0.15,0.52,0.27,1.18,0.79,0.78
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,Private,JSS,JSS1,JSS1,59.0,1.0,1.5,1.0,35.65,0.0,59.0,39.3333,59.0,0.48,0.37,0.14,0.63,0.46,0.44
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,190.25,1.5,5.25,3.75,34.65,0.0,126.8333,36.2381,50.7333,2.57,0.41,0.23,1.01,0.73,0.71
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,Private,SSS,SSS1,SSS1,48.75,1.0,1.5,1.0,36.65,0.25,48.75,32.5,48.75,0.55,0.44,0.16,0.64,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,Public,JSS,JSS1,JSS1,228.0,3.5,5.5,4.0,35.65,0.0,65.1429,41.4545,57.0,1.74,1.3,0.5,2.19,1.6,1.55
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,723.25,6.0,19.5,13.5,34.65,0.0,120.5417,37.0897,53.5741,9.09,1.63,0.88,3.99,2.89,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,Public,SSS,SSS1,SSS1,143.5,2.5,3.75,2.75,36.65,0.25,57.4,38.2667,52.1818,1.23,1.09,0.38,1.58,1.15,1.11
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,17.325,0.0,7.0,21.0,21.0,0.12,0.15,0.18,0.34,0.23,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,Public,JSS,JSS1,JSS1,6.5,1.75,0.25,0.25,17.825,0.0,3.7143,26.0,26.0,0.1,0.52,0.36,0.77,0.51,0.5
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.75,3.0,0.5,0.25,17.325,0.0,6.5833,39.5,79.0,0.14,0.52,0.26,1.17,0.78,0.77
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,Private,JSS,JSS1,JSS1,52.75,1.0,1.5,1.0,35.65,0.0,52.75,35.1667,52.75,0.52,0.37,0.15,0.64,0.46,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,200.75,1.5,5.5,4.0,34.65,0.0,133.8333,36.5,50.1875,2.76,0.41,0.23,1.01,0.73,0.72
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,Private,SSS,SSS1,SSS1,47.5,1.0,1.5,1.0,36.65,0.25,47.5,31.6667,47.5,0.56,0.44,0.16,0.64,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,Public,JSS,JSS1,JSS1,190.75,3.5,4.5,3.25,35.65,0.0,54.5,42.3889,58.6923,1.31,1.29,0.49,2.17,1.58,1.53
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,703.5,6.0,19.0,13.0,34.65,0.0,117.25,37.0263,54.1154,8.75,1.63,0.87,3.98,2.88,2.81
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,Public,SSS,SSS1,SSS1,150.5,2.5,4.0,2.75,36.65,0.25,60.2,37.625,54.7273,1.36,1.09,0.37,1.58,1.15,1.12
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.75,0.75,0.25,0.25,17.325,0.0,7.6667,23.0,23.0,0.11,0.15,0.17,0.33,0.22,0.22
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,Private,SSS,SSS1,SSS1,1.0,0.5,0.25,0.25,18.325,0.0,2.0,4.0,4.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,Public,JSS,JSS1,JSS1,5.25,1.75,0.25,0.25,17.825,0.0,3.0,21.0,21.0,0.12,0.53,0.43,0.81,0.55,0.53
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,19.0,3.0,0.5,0.25,17.325,0.0,6.3333,38.0,76.0,0.15,0.52,0.27,1.18,0.79,0.78
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.25,0.25,0.25,18.325,0.0,1.8,9.0,9.0,0.24,0.53,0.67,0.8,0.54,0.52
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,Private,JSS,JSS1,JSS1,72.5,1.0,2.0,1.5,35.65,0.0,72.5,36.25,48.3333,0.76,0.37,0.16,0.65,0.47,0.46
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,138.75,1.0,4.0,2.75,34.65,0.0,138.75,34.6875,50.4545,2.15,0.27,0.15,0.69,0.5,0.48
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,Private,SSS,SSS1,SSS1,55.0,1.0,1.5,1.0,36.65,0.25,55.0,36.6667,55.0,0.51,0.44,0.15,0.63,0.46,0.45
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,Public,JSS,JSS1,JSS1,174.25,2.5,4.25,3.0,35.65,0.0,69.7,41.0,58.0833,1.4,0.92,0.35,1.57,1.15,1.11
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,724.25,6.0,19.75,13.75,34.65,0.0,120.7083,36.6709,52.6727,9.32,1.63,0.89,4,2.9,2.82
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,Public,SSS,SSS1,SSS1,120.75,2.5,3.25,2.25,36.65,0.25,48.3,37.1538,53.6667,1.04,1.09,0.37,1.57,1.14,1.11
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,17.825,0.0,3.0,6.0,6.0,0.24,0.21,0.39,0.33,0.22,0.2
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,4.25,0.5,0.25,0.25,17.325,0.0,8.5,17.0,17.0,0.14,0.11,0.15,0.25,0.16,0.16
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,Private,SSS,SSS1,SSS1,0.5,0.5,0.25,0.25,18.325,0.0,1.0,2.0,2.0,0.24,0.24,0.42,0.33,0.22,0.21
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,Public,JSS,JSS1,JSS1,4.25,1.25,0.25,0.25,17.825,0.0,3.4,17.0,17.0,0.14,0.39,0.37,0.62,0.42,0.4
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,26.5,3.0,0.75,0.5,17.325,0.0,8.8333,35.3333,53.0,0.24,0.54,0.35,1.2,0.8,0.79
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,Public,SSS,SSS1,SSS1,3.25,1.25,0.25,0.25,18.325,0.0,2.6,13.0,13.0,0.18,0.5,0.47,0.69,0.47,0.45
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,all,Private,JSS,JSS1,JSS1,70.0,1.0,1.75,1.25,35.65,0.0,70.0,40.0,56.0,0.59,0.37,0.14,0.63,0.46,0.45
