"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Alagba","South West","Osun","Osogbo","Alagba","","98","97","61","20","15","5","1","36","41","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","112","110","71","30","30","0","2","39","42","0"
"2019/2020","Female","all","NABTEB","University","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","155","153","108","49","46","4","2","45","58","4"
"2019/2020","Female","all","NABTEB","University","ward","Alusekere","South West","Osun","Ede North","Alusekere","","186","183","127","55","50","5","3","56","72","5"
"2019/2020","Female","all","NABTEB","University","ward","Apaso","South West","Osun","Ede North","Apaso","","159","157","112","50","42","8","2","45","62","8"
"2019/2020","Female","all","NABTEB","University","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","177","175","118","50","41","9","2","57","69","9"
"2019/2020","Female","all","NABTEB","University","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","193","190","131","54","47","7","3","59","77","7"
"2019/2020","Female","all","NABTEB","University","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","185","182","124","54","47","7","3","58","71","7"
"2019/2020","Female","all","NABTEB","University","ward","Biladu","South West","Osun","Ilesha East","Biladu","","106","104","67","20","15","5","2","37","47","5"
"2019/2020","Female","all","NABTEB","University","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","62","61","38","15","15","0","1","23","23","0"
"2019/2020","Female","all","NABTEB","University","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","47","46","31","15","15","0","1","15","16","0"
"2019/2020","Female","all","NABTEB","University","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","43","42","28","15","15","0","1","14","13","0"
"2019/2020","Female","all","NABTEB","University","ward","Ereja","South West","Osun","Ilesha West","Ereja","","91","90","58","25","21","4","1","32","33","4"
"2019/2020","Female","all","NABTEB","University","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","177","175","118","49","47","3","2","57","70","3"
"2019/2020","Female","all","NABTEB","University","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","100","99","68","30","26","4","1","31","39","4"
"2019/2020","Female","all","NECO","College of Education","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","79","78","51","21","18","3","1","27","31","3"
"2019/2020","Female","all","NECO","College of Education","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","132","130","85","29","27","2","2","45","57","2"
"2019/2020","Female","all","NECO","College of Education","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","267","263","173","62","58","4","4","90","111","4"
"2019/2020","Female","all","NECO","College of Education","ward","Biladu","South West","Osun","Ilesha East","Biladu","","420","414","283","107","102","5","6","131","177","5"
"2019/2020","Female","all","NECO","College of Education","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","235","232","157","62","53","9","3","75","95","9"
"2019/2020","Female","all","NECO","College of Education","ward","Ereja","South West","Osun","Ilesha West","Ereja","","232","229","143","50","49","2","3","86","93","2"
"2019/2020","Female","all","NECO","College of Education","ward","Alagba","South West","Osun","Osogbo","Alagba","","421","415","288","103","88","15","6","127","186","15"
"2019/2020","Female","all","NECO","College of Education","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","366","360","242","103","94","9","6","118","140","9"
"2019/2020","Female","all","NECO","College of Education","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","314","310","205","78","71","7","4","105","128","7"
"2019/2020","Female","all","NECO","Polytechnic","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","160","158","115","45","40","5","2","43","70","5"
"2019/2020","Female","all","NECO","Polytechnic","ward","Alusekere","South West","Osun","Ede North","Alusekere","","145","143","91","29","27","2","2","52","62","2"
"2019/2020","Female","all","NECO","Polytechnic","ward","Apaso","South West","Osun","Ede North","Apaso","","405","399","268","90","84","6","6","131","178","6"
"2019/2020","Female","all","NECO","Polytechnic","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","348","343","226","78","75","3","5","117","148","3"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","115","113","80","37","35","2","2","33","44","2"
"2019/2020","Female","all","NECO","Polytechnic","ward","Biladu","South West","Osun","Ilesha East","Biladu","","84","83","55","25","22","3","1","28","31","3"
"2019/2020","Female","all","NECO","Polytechnic","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","503","495","333","131","120","12","8","162","201","12"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","250","247","168","62","58","4","3","79","107","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","577","568","389","140","123","17","9","179","250","17"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ereja","South West","Osun","Ilesha West","Ereja","","124","122","77","29","27","2","2","45","48","2"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","291","286","183","58","53","5","5","103","126","5"
"2019/2020","Female","all","NECO","Polytechnic","ward","Alagba","South West","Osun","Osogbo","Alagba","","180","177","117","37","35","2","3","60","81","2"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","217","214","143","50","44","6","3","71","94","6"
"2019/2020","Female","all","NECO","University","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","271","267","189","78","71","7","4","78","111","7"
"2019/2020","Female","all","NECO","University","ward","Alusekere","South West","Osun","Ede North","Alusekere","","333","328","226","87","80","7","5","102","140","7"
"2019/2020","Female","all","NECO","University","ward","Apaso","South West","Osun","Ede North","Apaso","","283","279","189","66","62","4","4","90","123","4"
"2019/2020","Female","all","NECO","University","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","333","328","226","82","75","7","5","102","144","7"
"2019/2020","Female","all","NECO","University","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","336","332","226","90","80","10","4","106","136","10"
"2019/2020","Female","all","NECO","University","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","328","323","220","86","75","11","5","103","135","11"
"2019/2020","Female","all","NECO","University","ward","Biladu","South West","Osun","Ilesha East","Biladu","","170","167","107","37","35","2","3","60","71","2"
"2019/2020","Female","all","NECO","University","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","106","104","69","21","18","3","2","35","48","3"
"2019/2020","Female","all","NECO","University","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","82","81","53","21","18","3","1","28","33","3"
"2019/2020","Female","all","NECO","University","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","79","78","53","21","18","3","1","25","33","3"
"2019/2020","Female","all","NECO","University","ward","Ereja","South West","Osun","Ilesha West","Ereja","","175","172","122","41","40","1","3","50","82","1"
"2019/2020","Female","all","NECO","University","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","351","345","232","90","84","6","6","113","143","6"
"2019/2020","Female","all","NECO","University","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","213","210","154","62","53","9","3","56","92","9"
"2019/2020","Female","all","WAEC","College of Education","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","98","97","63","21","18","3","1","34","43","3"
"2019/2020","Female","all","WAEC","College of Education","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","157","155","104","41","36","5","2","51","63","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","318","313","212","76","68","8","5","101","136","8"
"2019/2020","Female","all","WAEC","College of Education","ward","Biladu","South West","Osun","Ilesha East","Biladu","","562","553","381","148","130","18","9","172","234","18"
"2019/2020","Female","all","WAEC","College of Education","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","276","272","192","83","72","11","4","80","109","11"
"2019/2020","Female","all","WAEC","College of Education","ward","Ereja","South West","Osun","Ilesha West","Ereja","","262","258","172","59","50","9","4","86","113","9"
"2019/2020","Female","all","WAEC","College of Education","ward","Alagba","South West","Osun","Osogbo","Alagba","","563","554","384","146","130","16","9","170","238","16"
"2019/2020","Female","all","WAEC","College of Education","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","455","449","301","115","104","11","6","148","187","11"
"2019/2020","Female","all","WAEC","College of Education","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","404","398","268","83","72","11","6","130","186","11"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","227","224","154","62","58","4","3","70","93","4"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Alusekere","South West","Osun","Ede North","Alusekere","","184","181","116","35","29","6","3","65","82","6"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Apaso","South West","Osun","Ede North","Apaso","","531","523","338","127","112","15","8","185","211","15"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","430","424","284","110","100","10","6","140","175","10"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","152","150","103","41","36","5","2","47","63","5"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Biladu","South West","Osun","Ilesha East","Biladu","","114","112","75","28","25","3","2","37","47","3"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","642","633","442","162","140","22","9","191","280","22"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","295","291","202","72","65","7","4","89","131","7"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","718","707","471","159","138","21","11","236","312","21"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ereja","South West","Osun","Ilesha West","Ereja","","184","181","114","38","32","6","3","67","77","6"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","402","396","264","79","68","11","6","132","186","11"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Alagba","South West","Osun","Osogbo","Alagba","","225","222","150","45","40","5","3","72","105","5"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","242","238","160","56","50","6","4","78","105","6"
"2019/2020","Female","all","WAEC","University","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","374","369","262","109","96","13","5","107","152","13"
"2019/2020","Female","all","WAEC","University","ward","Alusekere","South West","Osun","Ede North","Alusekere","","443","437","291","107","89","18","6","146","184","18"
"2019/2020","Female","all","WAEC","University","ward","Apaso","South West","Osun","Ede North","Apaso","","373","367","241","90","79","11","6","126","152","11"
"2019/2020","Female","all","WAEC","University","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","484","477","323","121","108","13","7","154","203","13"
"2019/2020","Female","all","WAEC","University","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","458","451","310","124","112","12","7","141","186","12"
"2019/2020","Female","all","WAEC","University","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","451","444","303","117","104","13","7","141","186","13"
"2019/2020","Female","all","WAEC","University","ward","Biladu","South West","Osun","Ilesha East","Biladu","","259","255","158","45","40","5","4","97","114","5"
"2019/2020","Female","all","WAEC","University","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","159","157","105","38","32","6","2","52","68","6"
"2019/2020","Female","all","WAEC","University","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","101","100","64","24","22","2","1","36","40","2"
"2019/2020","Female","all","WAEC","University","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","91","90","61","28","25","3","1","29","34","3"
"2019/2020","Female","all","WAEC","University","ward","Ereja","South West","Osun","Ilesha West","Ereja","","222","219","151","55","47","8","3","68","97","8"
"2019/2020","Female","all","WAEC","University","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","456","449","296","111","98","13","7","153","185","13"
"2019/2020","Female","all","WAEC","University","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","239","235","165","75","68","7","4","70","89","7"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","8","8","4","0","0","0","0","4","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","8","8","5","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","17","17","11","5","5","0","0","6","7","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Biladu","South West","Osun","Ilesha East","Biladu","","24","24","16","10","10","0","0","8","7","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","8","8","4","4","4","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ereja","South West","Osun","Ilesha West","Ereja","","17","17","10","5","5","0","0","7","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Alagba","South West","Osun","Osogbo","Alagba","","26","26","14","14","14","0","0","12","0","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","26","26","17","5","5","0","0","9","13","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","17","17","9","5","5","0","0","8","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","10","10","7","4","4","0","0","3","2","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Alusekere","South West","Osun","Ede North","Alusekere","","8","8","5","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Apaso","South West","Osun","Ede North","Apaso","","21","21","10","0","0","0","0","10","10","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","21","21","14","9","9","0","0","7","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","8","8","5","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Biladu","South West","Osun","Ilesha East","Biladu","","8","8","5","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","28","28","19","14","14","0","0","9","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","19","19","12","9","9","0","0","7","3","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","33","33","18","15","15","0","0","15","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ereja","South West","Osun","Ilesha West","Ereja","","8","8","4","0","0","0","0","4","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","19","19","11","0","0","0","0","8","11","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Alagba","South West","Osun","Osogbo","Alagba","","11","11","6","0","0","0","0","6","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","17","17","9","9","9","0","0","8","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","17","17","9","9","9","0","0","8","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Alusekere","South West","Osun","Ede North","Alusekere","","26","26","15","10","10","0","0","11","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Apaso","South West","Osun","Ede North","Apaso","","17","17","11","9","9","0","0","6","2","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","19","19","13","9","9","0","0","6","4","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","19","19","13","9","9","0","0","6","4","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","19","19","13","9","9","0","0","6","4","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Biladu","South West","Osun","Ilesha East","Biladu","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","8","8","5","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","8","8","4","4","4","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","8","8","4","4","4","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ereja","South West","Osun","Ilesha West","Ereja","","13","13","7","5","5","0","0","6","3","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","17","17","11","9","9","0","0","6","2","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","8","8","5","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","10","10","7","4","4","0","0","3","3","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","15","15","9","4","4","0","0","6","5","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","26","26","16","8","10","0","0","10","9","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Biladu","South West","Osun","Ilesha East","Biladu","","51","51","33","12","13","0","0","18","22","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","17","17","12","4","4","0","0","5","8","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ereja","South West","Osun","Ilesha West","Ereja","","19","19","10","7","7","0","0","9","3","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Alagba","South West","Osun","Osogbo","Alagba","","39","39","26","12","12","0","0","13","14","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","37","37","22","12","12","0","0","15","10","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","26","26","14","8","8","0","0","12","7","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","21","21","14","4","4","0","0","7","10","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Alusekere","South West","Osun","Ede North","Alusekere","","18","18","11","4","4","0","0","7","7","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Apaso","South West","Osun","Ede North","Apaso","","44","44","26","8","10","0","0","18","19","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","42","42","27","8","10","0","0","15","19","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","8","8","6","3","4","0","0","2","2","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Biladu","South West","Osun","Ilesha East","Biladu","","12","12","7","4","4","0","0","5","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","52","52","31","12","13","0","0","21","19","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","30","30","19","8","8","0","0","11","11","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","57","57","37","15","16","0","0","20","22","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ereja","South West","Osun","Ilesha West","Ereja","","15","15","9","4","4","0","0","6","5","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","36","36","21","8","8","0","0","15","14","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Alagba","South West","Osun","Osogbo","Alagba","","21","21","14","4","4","0","0","7","10","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ataoja  'A'","South West","Osun","Osogbo","Ataoja  'A'","","21","21","13","8","8","0","0","8","6","0"
"2019/2020","Female","disabled","NECO","University","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","28","28","18","8","8","0","0","10","11","0"
"2019/2020","Female","disabled","NECO","University","ward","Alusekere","South West","Osun","Ede North","Alusekere","","35","35","22","11","12","0","0","13","11","0"
"2019/2020","Female","disabled","NECO","University","ward","Apaso","South West","Osun","Ede North","Apaso","","29","29","19","8","10","0","0","10","12","0"
"2019/2020","Female","disabled","NECO","University","ward","Akarabata","South West","Osun","Ife Central","Akarabata","","35","35","21","8","9","0","0","14","13","0"
"2019/2020","Female","disabled","NECO","University","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","29","29","20","7","8","0","0","9","13","0"
"2019/2020","Female","disabled","NECO","University","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","34","34","21","8","10","0","0","13","14","0"
"2019/2020","Female","disabled","NECO","University","ward","Biladu","South West","Osun","Ilesha East","Biladu","","14","14","9","4","4","0","0","5","6","0"
"2019/2020","Female","disabled","NECO","University","ward","Bolorunduro","South West","Osun","Ilesha East","Bolorunduro","","10","10","6","3","3","0","0","4","2","0"
"2019/2020","Female","disabled","NECO","University","ward","Ifosan/Oke-Eso","South West","Osun","Ilesha East","Ifosan/Oke-Eso","","10","10","5","4","4","0","0","5","1","0"
"2019/2020","Female","disabled","NECO","University","ward","Ayeso","South West","Osun","Ilesha West","Ayeso","","8","8","6","3","3","0","0","2","2","0"
"2019/2020","Female","disabled","NECO","University","ward","Ereja","South West","Osun","Ilesha West","Ereja","","21","21","14","4","4","0","0","7","10","0"
"2019/2020","Female","disabled","NECO","University","ward","Ikoyi / Ikoti Araromi","South West","Osun","Ilesha West","Ikoyi / Ikoti Araromi","","34","34","21","8","8","0","0","13","14","0"
"2019/2020","Female","disabled","NECO","University","ward","Are-Ago","South West","Osun","Osogbo","Are-Ago","","19","19","11","4","4","0","0","8","8","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Abogunde/Sagba","South West","Osun","Ede North","Abogunde/Sagba","","8","8","3","2","3","0","0","5","1","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Ilare I","South West","Osun","Ife Central","Ilare I","","21","21","12","3","4","0","0","9","10","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Ilare II","South West","Osun","Ife Central","Ilare II","","31","31","18","5","7","0","0","13","13","0"
"2019/2020","Female","disabled","WAEC","College of Education","ward","Biladu","South West","Osun","Ilesha East","Biladu","","72","71","47","17","14","3","1","24","30","3"
