session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,all,NECO,29,19,35,13,5,4,65.5172,37.1429,14.2857,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,all,WAEC,41,29,50,18,7,6,70.7317,36.0,14.0,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,disabled,NECO,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,disabled,WAEC,3,2,4,1,0,0,66.6667,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,all,NABTEB,16,12,17,6,4,3,75.0,35.2941,23.5294,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,all,NECO,25,16,29,11,5,4,64.0,37.931,17.2414,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,all,WAEC,32,23,38,14,6,5,71.875,36.8421,15.7895,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,disabled,NECO,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,disabled,WAEC,3,2,3,1,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,all,NABTEB,17,12,21,8,2,1,70.5882,38.0952,9.5238,50.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,all,NECO,32,21,37,14,4,3,65.625,37.8378,10.8108,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,all,WAEC,41,29,49,17,6,5,70.7317,34.6939,12.2449,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,disabled,NABTEB,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,disabled,NECO,3,2,3,1,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,disabled,WAEC,3,2,4,1,0,0,66.6667,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,all,NABTEB,12,9,14,5,2,1,75.0,35.7143,14.2857,50.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,all,NECO,22,14,25,9,4,3,63.6364,36.0,16.0,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,all,WAEC,28,20,33,12,6,5,71.4286,36.3636,18.1818,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,disabled,NABTEB,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,disabled,NECO,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,disabled,WAEC,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,all,NABTEB,39,28,44,16,5,4,71.7949,36.3636,11.3636,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,all,NECO,66,43,71,25,7,6,65.1515,35.2113,9.8592,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,all,WAEC,91,64,106,38,12,11,70.3297,35.8491,11.3208,91.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,disabled,NABTEB,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,disabled,NECO,6,4,6,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,disabled,WAEC,7,5,7,3,0,0,71.4286,42.8571,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,all,NABTEB,24,17,27,10,5,4,70.8333,37.037,18.5185,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,all,NECO,46,30,54,19,7,6,65.2174,35.1852,12.963,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,all,WAEC,62,44,68,24,10,9,70.9677,35.2941,14.7059,90.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,disabled,NECO,4,3,4,1,0,0,75.0,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,disabled,WAEC,5,4,6,2,1,0,80.0,33.3333,16.6667,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,all,NABTEB,22,16,26,9,4,3,72.7273,34.6154,15.3846,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,all,NECO,36,24,45,16,5,4,66.6667,35.5556,11.1111,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,all,WAEC,49,34,60,21,8,7,69.3878,35.0,13.3333,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,disabled,NECO,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,disabled,WAEC,3,2,4,1,0,0,66.6667,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,all,NABTEB,16,12,21,7,5,4,75.0,33.3333,23.8095,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,all,NECO,30,20,36,13,7,6,66.6667,36.1111,19.4444,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,all,WAEC,44,31,53,19,10,9,70.4545,35.8491,18.8679,90.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,disabled,NECO,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,disabled,WAEC,3,2,4,1,0,0,66.6667,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,all,NABTEB,28,20,29,11,3,2,71.4286,37.931,10.3448,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,all,NECO,57,37,64,23,6,5,64.9123,35.9375,9.375,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,all,WAEC,69,49,73,26,8,7,71.0145,35.6164,10.9589,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,disabled,NECO,4,3,5,2,0,0,75.0,40.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,disabled,WAEC,5,4,6,2,0,0,80.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,all,NABTEB,25,18,28,10,5,4,72.0,35.7143,17.8571,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,all,NECO,54,35,60,22,8,7,64.8148,36.6667,13.3333,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,all,WAEC,66,46,76,27,10,9,69.697,35.5263,13.1579,90.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,disabled,NECO,4,3,4,1,0,0,75.0,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,disabled,WAEC,5,4,5,2,0,0,80.0,40.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,all,NABTEB,19,14,21,8,2,1,73.6842,38.0952,9.5238,50.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,all,NECO,33,22,38,14,5,4,66.6667,36.8421,13.1579,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,all,WAEC,41,29,49,17,6,5,70.7317,34.6939,12.2449,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,disabled,NECO,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,disabled,WAEC,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,all,NABTEB,13,9,14,5,3,2,69.2308,35.7143,21.4286,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,all,NECO,25,16,29,11,5,4,64.0,37.931,17.2414,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,all,WAEC,31,22,36,13,7,6,70.9677,36.1111,19.4444,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,disabled,NECO,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,disabled,WAEC,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,all,NABTEB,15,11,18,6,2,1,73.3333,33.3333,11.1111,50.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,all,NECO,25,16,27,10,3,2,64.0,37.037,11.1111,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,all,WAEC,36,25,39,14,5,4,69.4444,35.8974,12.8205,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,disabled,NABTEB,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,disabled,NECO,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,disabled,WAEC,3,2,3,1,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,all,NABTEB,10,7,11,4,3,2,70.0,36.3636,27.2727,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,all,NECO,18,12,20,7,4,3,66.6667,35.0,20.0,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,all,WAEC,27,19,33,12,5,4,70.3704,36.3636,15.1515,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,disabled,NECO,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,disabled,WAEC,2,1,3,1,0,0,50.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,all,NABTEB,23,17,25,9,3,2,73.913,36.0,12.0,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,all,NECO,42,27,46,17,5,4,64.2857,36.9565,10.8696,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,all,WAEC,58,41,64,23,8,7,70.6897,35.9375,12.5,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,disabled,NECO,3,2,3,1,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,disabled,WAEC,4,3,5,2,0,0,75.0,40.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,all,NABTEB,19,14,23,8,3,2,73.6842,34.7826,13.0435,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,all,NECO,36,23,40,14,7,6,63.8889,35.0,17.5,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,all,WAEC,51,36,57,21,10,9,70.5882,36.8421,17.5439,90.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,disabled,NABTEB,2,1,2,1,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,disabled,NECO,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,disabled,WAEC,4,3,4,1,0,0,75.0,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,all,NABTEB,33,24,37,13,4,3,72.7273,35.1351,10.8108,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,all,NECO,67,44,78,28,7,6,65.6716,35.8974,8.9744,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,all,WAEC,83,58,93,33,10,9,69.8795,35.4839,10.7527,90.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,disabled,NABTEB,3,2,3,1,1,0,66.6667,33.3333,33.3333,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,disabled,NECO,6,4,7,2,0,0,66.6667,28.5714,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,disabled,WAEC,8,6,9,3,1,0,75.0,33.3333,11.1111,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,all,NABTEB,25,18,26,9,4,3,72.0,34.6154,15.3846,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,all,NECO,49,32,55,20,8,7,65.3061,36.3636,14.5455,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,all,WAEC,63,44,68,24,11,10,69.8413,35.2941,16.1765,90.9091
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,disabled,NABTEB,2,1,2,1,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,disabled,NECO,5,3,5,2,0,0,60.0,40.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,disabled,WAEC,6,4,6,2,0,0,66.6667,33.3333,0.0,0
