session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,5+-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,8,4,0,0,0,0,4,4,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,44,30,5,0,5,0,14,25,5
2019/2020,Female,all,NABTEB,5+-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,16,12,0,0,0,0,4,12,0
2019/2020,Female,all,NECO,1-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,301,174,77,69,11,0,127,97,11
2019/2020,Female,all,NECO,1-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,125,70,23,22,2,0,55,47,2
2019/2020,Female,all,NECO,1-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,163,98,38,39,3,0,65,60,3
2019/2020,Female,all,NECO,1-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,377,222,84,82,6,0,155,138,6
2019/2020,Female,all,NECO,1-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,510,298,110,111,6,0,212,188,6
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,127,76,31,26,5,0,51,45,5
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,592,345,128,117,17,0,247,217,17
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,135,82,27,26,3,0,53,55,3
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,349,198,76,73,7,0,151,122,7
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,133,78,35,35,3,0,55,43,3
2019/2020,Female,all,NECO,1-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,225,130,40,31,9,0,95,90,9
2019/2020,Female,all,NECO,1-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,73,42,12,13,0,0,31,30,0
2019/2020,Female,all,NECO,1-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,413,240,98,91,10,0,173,142,10
2019/2020,Female,all,NECO,1-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,115,70,23,26,0,0,45,47,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,189,112,48,44,7,0,77,64,7
2019/2020,Female,all,NECO,2-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,76,44,16,13,3,0,32,28,3
2019/2020,Female,all,NECO,2-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,98,62,28,22,7,0,36,34,7
2019/2020,Female,all,NECO,2-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,225,132,48,53,0,0,93,84,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,308,182,68,63,9,0,126,114,9
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,74,44,16,13,3,0,30,28,3
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,355,210,75,65,14,0,145,135,14
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,87,52,20,13,7,0,35,32,7
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,226,132,48,45,6,0,94,84,6
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,78,48,19,19,2,0,30,29,2
2019/2020,Female,all,NECO,2-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,149,84,28,31,0,0,65,56,0
2019/2020,Female,all,NECO,2-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,47,26,8,9,0,0,21,18,0
2019/2020,Female,all,NECO,2-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,264,154,63,58,9,0,110,91,9
2019/2020,Female,all,NECO,2-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,76,46,16,13,3,0,30,30,3
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,123,72,24,26,0,0,51,48,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,47,28,8,8,0,0,19,20,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,72,44,20,12,8,0,28,24,8
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,152,92,36,25,12,0,60,56,12
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,206,126,56,38,20,0,80,70,20
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,51,30,12,13,0,0,21,18,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,222,128,52,47,7,0,94,76,7
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,58,36,8,8,0,0,22,28,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,138,82,28,26,4,0,56,54,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,58,34,16,19,0,0,24,18,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,89,48,16,14,4,0,41,32,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,33,18,8,4,4,0,15,10,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,164,96,36,39,0,0,68,60,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,49,28,12,8,4,0,21,16,4
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,74,42,16,14,4,0,32,26,4
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,29,16,8,4,4,0,13,8,4
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,38,24,8,9,0,0,14,16,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,78,46,24,16,8,0,32,22,8
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,114,70,28,29,0,0,44,42,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,25,14,8,8,0,0,11,6,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,128,76,28,20,8,0,52,48,8
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,26,16,4,4,0,0,10,12,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,82,48,20,17,4,0,34,28,4
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,31,16,12,9,4,0,15,4,4
2019/2020,Female,all,NECO,5+-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,58,36,12,13,0,0,22,24,0
2019/2020,Female,all,NECO,5+-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,18,10,4,4,0,0,8,6,0
2019/2020,Female,all,NECO,5+-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,83,46,24,13,12,0,37,22,12
2019/2020,Female,all,NECO,5+-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,29,16,8,4,4,0,13,8,4
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,408,240,84,81,6,0,168,156,6
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,180,107,38,36,2,0,73,69,2
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,228,137,50,47,4,0,91,87,4
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,468,283,107,93,15,0,185,176,15
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,653,385,154,134,20,0,268,231,20
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,146,89,34,27,7,0,57,55,7
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,669,397,137,129,11,0,272,260,11
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,180,103,38,34,5,0,77,65,5
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,458,267,101,83,18,0,191,166,18
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,169,99,34,30,5,0,70,65,5
2019/2020,Female,all,WAEC,1-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,276,162,53,51,4,0,114,109,4
2019/2020,Female,all,WAEC,1-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,99,53,19,17,2,0,46,34,2
2019/2020,Female,all,WAEC,1-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,560,327,117,113,8,0,233,210,8
2019/2020,Female,all,WAEC,1-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,159,93,34,30,4,0,66,59,4
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,257,153,58,47,12,0,104,95,12
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,118,69,28,20,8,0,49,41,8
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,141,86,27,30,0,0,55,59,0
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,307,183,68,61,10,0,124,115,10
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,393,231,85,83,6,0,162,146,6
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,94,56,18,20,0,0,38,38,0
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,428,250,86,78,12,0,178,164,12
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,118,71,24,23,2,0,47,47,2
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,296,171,61,56,7,0,125,110,7
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,111,66,24,24,2,0,45,42,2
2019/2020,Female,all,WAEC,2-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,171,101,33,30,4,0,70,68,4
2019/2020,Female,all,WAEC,2-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,56,32,9,10,0,0,24,23,0
2019/2020,Female,all,WAEC,2-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,345,201,76,67,11,0,144,125,11
2019/2020,Female,all,WAEC,2-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,99,57,22,20,3,0,42,35,3
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,161,94,30,34,0,0,67,64,0
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,78,44,18,13,5,0,34,26,5
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,93,55,21,13,8,0,38,34,8
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,196,116,45,46,4,0,80,71,4
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,259,155,60,57,7,0,104,95,7
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,61,35,12,10,2,0,26,23,2
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,283,164,57,49,10,0,119,107,10
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,75,43,15,14,2,0,32,28,2
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,180,106,36,38,2,0,74,70,2
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,67,39,15,14,3,0,28,24,3
2019/2020,Female,all,WAEC,3-5-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,120,70,27,20,7,0,50,43,7
2019/2020,Female,all,WAEC,3-5-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,41,23,6,7,0,0,18,17,0
2019/2020,Female,all,WAEC,3-5-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,220,126,48,42,9,0,94,78,9
2019/2020,Female,all,WAEC,3-5-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,61,35,12,10,2,0,26,23,2
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,110,61,27,26,3,0,49,34,3
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,41,23,9,10,0,0,18,14,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,50,28,12,9,3,0,22,16,3
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,106,64,24,20,6,0,42,40,6
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,128,74,27,22,5,0,54,47,5
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,35,21,6,7,0,0,14,15,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,162,94,33,28,6,0,68,61,6
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,43,24,9,7,2,0,19,15,2
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,93,53,18,20,0,0,40,35,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,39,21,6,6,0,0,18,15,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,72,40,15,14,3,0,32,25,3
2019/2020,Female,all,WAEC,5+-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,26,14,6,3,3,0,12,8,3
2019/2020,Female,all,WAEC,5+-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,134,80,24,22,3,0,54,56,3
2019/2020,Female,all,WAEC,5+-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,39,23,6,6,0,0,16,17,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,24,12,12,14,0,0,12,6,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,8,4,4,5,0,0,4,2,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,12,6,4,5,0,0,6,4,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,30,14,16,20,0,0,16,6,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,28,14,22,24,0,0,14,4,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,8,4,0,0,0,0,4,4,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,38,20,9,10,0,0,18,14,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,10,4,5,5,0,0,6,2,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,20,10,13,13,0,0,10,4,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,12,6,8,9,0,0,6,2,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,18,8,9,10,0,0,10,4,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,4,2,0,0,0,0,2,2,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,28,14,14,15,0,0,14,8,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,8,4,0,0,0,0,4,4,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,12,12,0,0,0,0,0,12,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,4,4,0,0,0,0,0,4,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,6,6,0,0,0,0,0,6,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,16,14,0,0,0,0,2,14,0
2019/2020,Female,disabled,NABTEB,2-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,14,14,0,0,0,0,0,14,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,6,4,0,0,0,0,2,4,0
2019/2020,Female,disabled,NABTEB,2-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,20,18,0,0,0,0,2,18,0
