"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","62","42","12","14","0","0","20","30","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","79","62","21","23","0","0","17","41","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","36","29","8","8","0","0","7","21","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","82","61","20","22","0","0","21","41","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","34","21","0","0","0","0","13","21","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","46","36","12","9","4","0","12","24","4"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","15","9","4","0","4","0","6","5","4"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","18","13","8","0","8","0","5","5","8"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","31","22","8","4","4","0","9","14","4"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","41","32","4","0","4","0","9","28","4"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","18","13","0","0","0","0","5","13","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","39","30","4","0","4","0","9","26","4"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","61","45","17","0","17","0","16","29","17"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","23","16","8","0","8","0","7","9","8"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","15","10","4","4","0","0","5","6","0"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","34","26","12","4","8","0","8","14","8"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","43","29","8","4","4","0","14","21","4"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","21","17","4","4","0","0","4","13","0"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","51","40","16","9","8","0","11","24","8"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","287","213","76","68","10","0","74","137","10"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","467","334","124","123","7","0","133","210","7"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","114","78","30","28","3","0","36","48","3"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","179","126","42","36","7","0","53","84","7"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","277","192","68","59","11","0","85","124","11"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","374","280","106","95","11","0","94","174","11"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","103","70","26","23","4","0","33","44","4"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","328","231","101","91","11","0","97","130","11"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","569","405","149","136","17","0","164","256","17"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","225","165","63","59","5","0","60","102","5"
"2019/2020","Female","all","NECO","1-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","122","89","38","32","6","0","33","51","6"
"2019/2020","Female","all","NECO","1-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","287","201","63","59","5","0","86","138","5"
"2019/2020","Female","all","NECO","1-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","377","279","114","100","14","0","98","165","14"
"2019/2020","Female","all","NECO","1-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","182","134","55","46","9","0","48","79","9"
"2019/2020","Female","all","NECO","1-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","380","273","102","95","8","0","107","171","8"
"2019/2020","Female","all","NECO","2-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","181","130","45","45","4","0","51","85","4"
"2019/2020","Female","all","NECO","2-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","301","216","86","73","15","0","85","130","15"
"2019/2020","Female","all","NECO","2-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","68","47","18","18","0","0","21","29","0"
"2019/2020","Female","all","NECO","2-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","103","75","26","23","4","0","28","49","4"
"2019/2020","Female","all","NECO","2-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","170","117","44","32","12","0","53","73","12"
"2019/2020","Female","all","NECO","2-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","251","191","81","64","17","0","60","110","17"
"2019/2020","Female","all","NECO","2-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","73","47","17","18","0","0","26","30","0"
"2019/2020","Female","all","NECO","2-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","219","155","65","55","10","0","64","90","10"
"2019/2020","Female","all","NECO","2-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","355","250","99","91","11","0","105","151","11"
"2019/2020","Female","all","NECO","2-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","146","106","43","32","11","0","40","63","11"
"2019/2020","Female","all","NECO","2-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","81","58","26","23","3","0","23","32","3"
"2019/2020","Female","all","NECO","2-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","178","126","47","37","10","0","52","79","10"
"2019/2020","Female","all","NECO","2-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","226","170","72","64","10","0","56","98","10"
"2019/2020","Female","all","NECO","2-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","122","90","29","32","0","0","32","61","0"
"2019/2020","Female","all","NECO","2-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","252","180","73","64","11","0","72","107","11"
"2019/2020","Female","all","NECO","3-5-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","115","85","29","23","8","0","30","56","8"
"2019/2020","Female","all","NECO","3-5-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","200","148","61","45","18","0","52","87","18"
"2019/2020","Female","all","NECO","3-5-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","46","31","8","8","0","0","15","23","0"
"2019/2020","Female","all","NECO","3-5-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","67","47","17","13","4","0","20","30","4"
"2019/2020","Female","all","NECO","3-5-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","105","75","26","27","0","0","30","49","0"
"2019/2020","Female","all","NECO","3-5-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","167","123","44","40","4","0","44","79","4"
"2019/2020","Female","all","NECO","3-5-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","46","31","12","9","4","0","15","19","4"
"2019/2020","Female","all","NECO","3-5-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","136","100","38","36","5","0","36","62","5"
"2019/2020","Female","all","NECO","3-5-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","222","161","59","47","13","0","61","102","13"
"2019/2020","Female","all","NECO","3-5-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","95","69","27","27","0","0","26","42","0"
"2019/2020","Female","all","NECO","3-5-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","51","39","13","13","0","0","12","26","0"
"2019/2020","Female","all","NECO","3-5-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","124","88","31","28","4","0","36","57","4"
"2019/2020","Female","all","NECO","3-5-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","167","122","44","46","0","0","45","78","0"
"2019/2020","Female","all","NECO","3-5-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","78","59","21","18","3","0","19","38","3"
"2019/2020","Female","all","NECO","3-5-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","146","102","44","31","13","0","44","58","13"
"2019/2020","Female","all","NECO","5+-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","65","40","20","18","4","0","25","20","4"
"2019/2020","Female","all","NECO","5+-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","117","83","24","26","0","0","34","59","0"
"2019/2020","Female","all","NECO","5+-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","27","19","8","5","4","0","8","11","4"
"2019/2020","Female","all","NECO","5+-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","38","25","8","8","0","0","13","17","0"
"2019/2020","Female","all","NECO","5+-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","65","44","13","8","5","0","21","31","5"
"2019/2020","Female","all","NECO","5+-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","72","55","20","22","0","0","17","35","0"
"2019/2020","Female","all","NECO","5+-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","27","19","8","9","0","0","8","11","0"
"2019/2020","Female","all","NECO","5+-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","75","55","20","24","0","0","20","35","0"
"2019/2020","Female","all","NECO","5+-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","106","77","28","30","0","0","30","49","0"
"2019/2020","Female","all","NECO","5+-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","46","33","12","13","0","0","13","21","0"
"2019/2020","Female","all","NECO","5+-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","25","19","8","8","0","0","6","11","0"
"2019/2020","Female","all","NECO","5+-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","63","45","12","14","0","0","18","33","0"
"2019/2020","Female","all","NECO","5+-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","79","58","25","24","4","0","21","33","4"
"2019/2020","Female","all","NECO","5+-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","41","30","13","13","0","0","11","17","0"
"2019/2020","Female","all","NECO","5+-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","98","69","20","22","0","0","29","49","0"
"2019/2020","Female","all","WAEC","1-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","369","259","89","72","17","0","110","170","17"
"2019/2020","Female","all","WAEC","1-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","614","445","154","137","17","0","169","291","17"
"2019/2020","Female","all","WAEC","1-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","148","104","34","29","5","0","44","70","5"
"2019/2020","Female","all","WAEC","1-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","230","167","51","50","2","0","63","116","2"
"2019/2020","Female","all","WAEC","1-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","356","254","82","72","10","0","102","172","10"
"2019/2020","Female","all","WAEC","1-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","493","369","136","122","14","0","124","233","14"
"2019/2020","Female","all","WAEC","1-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","132","91","28","25","3","0","41","63","3"
"2019/2020","Female","all","WAEC","1-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","436","320","115","108","8","0","116","205","8"
"2019/2020","Female","all","WAEC","1-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","712","515","194","177","18","0","197","321","18"
"2019/2020","Female","all","WAEC","1-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","299","213","78","73","5","0","86","135","5"
"2019/2020","Female","all","WAEC","1-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","169","127","48","43","5","0","42","79","5"
"2019/2020","Female","all","WAEC","1-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","377","272","88","80","8","0","105","184","8"
"2019/2020","Female","all","WAEC","1-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","504","365","123","112","11","0","139","242","11"
"2019/2020","Female","all","WAEC","1-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","214","150","54","47","7","0","64","96","7"
"2019/2020","Female","all","WAEC","1-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","490","355","133","116","17","0","135","222","17"
"2019/2020","Female","all","WAEC","2-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","232","165","55","54","3","0","67","110","3"
"2019/2020","Female","all","WAEC","2-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","392","280","93","86","9","0","112","187","9"
"2019/2020","Female","all","WAEC","2-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","95","69","21","18","3","0","26","48","3"
"2019/2020","Female","all","WAEC","2-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","143","104","34","28","6","0","39","70","6"
"2019/2020","Female","all","WAEC","2-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","229","160","54","42","12","0","69","106","12"
"2019/2020","Female","all","WAEC","2-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","312","233","88","75","13","0","79","145","13"
"2019/2020","Female","all","WAEC","2-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","87","58","17","18","0","0","29","41","0"
"2019/2020","Female","all","WAEC","2-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","232","175","65","61","6","0","57","110","6"
"2019/2020","Female","all","WAEC","2-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","461","336","120","118","5","0","125","216","5"
"2019/2020","Female","all","WAEC","2-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","182","130","48","43","5","0","52","82","5"
"2019/2020","Female","all","WAEC","2-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","106","79","30","25","5","0","27","49","5"
"2019/2020","Female","all","WAEC","2-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","230","164","58","46","12","0","66","106","12"
"2019/2020","Female","all","WAEC","2-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","314","228","81","71","11","0","86","147","11"
"2019/2020","Female","all","WAEC","2-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","140","100","38","33","5","0","40","62","5"
"2019/2020","Female","all","WAEC","2-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","314","229","81","68","13","0","85","148","13"
"2019/2020","Female","all","WAEC","3-5-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","156","109","37","34","6","0","47","72","6"
"2019/2020","Female","all","WAEC","3-5-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","252","182","66","55","12","0","70","116","12"
"2019/2020","Female","all","WAEC","3-5-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","66","45","17","11","6","0","21","28","6"
"2019/2020","Female","all","WAEC","3-5-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","100","71","24","22","3","0","29","47","3"
"2019/2020","Female","all","WAEC","3-5-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","151","110","30","30","3","0","41","80","3"
"2019/2020","Female","all","WAEC","3-5-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","187","138","55","43","12","0","49","83","12"
"2019/2020","Female","all","WAEC","3-5-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","50","36","10","8","3","0","14","26","3"
"2019/2020","Female","all","WAEC","3-5-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","165","126","49","40","9","0","39","77","9"
"2019/2020","Female","all","WAEC","3-5-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","297","211","78","69","12","0","86","133","12"
"2019/2020","Female","all","WAEC","3-5-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","113","77","31","25","6","0","36","46","6"
"2019/2020","Female","all","WAEC","3-5-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","64","48","21","18","3","0","16","27","3"
"2019/2020","Female","all","WAEC","3-5-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","163","118","38","32","6","0","45","80","6"
"2019/2020","Female","all","WAEC","3-5-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","192","139","47","44","6","0","53","92","6"
"2019/2020","Female","all","WAEC","3-5-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","87","64","21","21","0","0","23","43","0"
"2019/2020","Female","all","WAEC","3-5-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","195","137","48","44","6","0","58","89","6"
"2019/2020","Female","all","WAEC","5+-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","75","54","19","20","3","0","21","35","3"
"2019/2020","Female","all","WAEC","5+-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","121","88","27","28","3","0","33","61","3"
"2019/2020","Female","all","WAEC","5+-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","42","30","7","8","0","0","12","23","0"
"2019/2020","Female","all","WAEC","5+-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","56","41","14","11","3","0","15","27","3"
"2019/2020","Female","all","WAEC","5+-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","81","58","21","22","0","0","23","37","0"
"2019/2020","Female","all","WAEC","5+-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","123","95","32","33","0","0","28","63","0"
"2019/2020","Female","all","WAEC","5+-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","29","18","6","8","0","0","11","12","0"
"2019/2020","Female","all","WAEC","5+-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","99","73","28","26","3","0","26","45","3"
"2019/2020","Female","all","WAEC","5+-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","156","119","48","38","12","0","37","71","12"
"2019/2020","Female","all","WAEC","5+-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","66","48","16","15","3","0","18","32","3"
"2019/2020","Female","all","WAEC","5+-year","University","lga","Akure North","South West","Ondo","Akure North","","","0","34","25","10","11","0","0","9","15","0"
"2019/2020","Female","all","WAEC","5+-year","University","lga","Akure South","South West","Ondo","Akure South","","","0","95","68","21","21","0","0","27","47","0"
"2019/2020","Female","all","WAEC","5+-year","University","lga","Odigbo","South West","Ondo","Odigbo","","","0","97","70","23","23","3","0","27","47","3"
"2019/2020","Female","all","WAEC","5+-year","University","lga","Ondo East","South West","Ondo","Ondo East","","","0","60","43","17","15","3","0","17","26","3"
"2019/2020","Female","all","WAEC","5+-year","University","lga","Ondo West","South West","Ondo","Ondo West","","","0","108","77","28","29","0","0","31","49","0"
"2019/2020","Female","disabled","NABTEB","1-year","College of Education","lga","Akure North","South West","Ondo","Akure North","","","0","25","15","20","24","0","0","10","0","0"
"2019/2020","Female","disabled","NABTEB","1-year","College of Education","lga","Akure South","South West","Ondo","Akure South","","","0","35","21","28","31","0","0","14","0","0"
"2019/2020","Female","disabled","NABTEB","1-year","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","0","10","6","8","9","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","1-year","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","0","10","6","8","9","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","1-year","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","0","23","16","16","18","0","0","7","3","0"
"2019/2020","Female","disabled","NABTEB","1-year","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","0","25","15","22","22","2","0","10","0","2"
"2019/2020","Female","disabled","NABTEB","1-year","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","0","10","6","8","9","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","1-year","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","0","25","15","20","22","0","0","10","0","0"
"2019/2020","Female","disabled","NABTEB","1-year","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","0","43","28","33","34","0","0","15","3","0"
"2019/2020","Female","disabled","NABTEB","1-year","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","0","15","9","12","13","0","0","6","0","0"
