session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,68,55,16,19,0,0,13,39,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,70,51,24,28,0,0,19,27,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,30,21,8,10,0,0,9,13,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,92,69,30,29,4,0,23,39,4
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,38,25,14,8,6,0,13,11,6
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,58,44,20,24,0,0,14,24,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,66,50,21,23,0,0,16,29,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,52,36,12,13,0,0,16,24,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,26,18,10,10,0,0,8,8,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,26,20,10,9,1,0,6,10,1
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,10,8,4,5,0,0,2,4,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,58,41,17,13,5,0,17,24,5
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,26,21,14,13,1,0,5,7,1
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,38,29,9,0,9,0,9,20,9
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,38,21,4,5,0,0,17,17,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,44,29,16,4,12,0,15,13,12
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,14,10,0,0,0,0,4,10,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,52,30,8,0,8,0,22,22,8
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,24,18,10,4,6,0,6,8,6
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,32,22,0,0,0,0,10,22,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,42,32,8,0,8,0,10,24,8
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,26,17,4,0,4,0,9,13,4
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,12,11,0,0,0,0,1,11,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,12,10,10,0,10,0,2,0,10
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,4,3,0,0,0,0,1,3,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,34,23,8,0,8,0,11,15,8
2019/2020,Female,all,NABTEB,5+-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,14,7,5,0,5,0,7,5,5
2019/2020,Female,all,NECO,1-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,383,272,91,77,15,0,111,181,15
2019/2020,Female,all,NECO,1-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,333,237,79,72,9,0,96,158,9
2019/2020,Female,all,NECO,1-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,308,220,69,58,11,0,88,151,11
2019/2020,Female,all,NECO,1-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,123,88,31,26,5,0,35,57,5
2019/2020,Female,all,NECO,1-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,436,306,100,89,12,0,130,206,12
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,189,138,44,41,4,0,51,94,4
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,279,195,65,59,8,0,84,130,8
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,306,225,69,61,9,0,81,156,9
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,231,169,62,52,11,0,62,107,11
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,137,96,35,29,6,0,41,61,6
2019/2020,Female,all,NECO,1-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,112,83,31,26,5,0,29,52,5
2019/2020,Female,all,NECO,1-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,40,28,10,11,0,0,12,18,0
2019/2020,Female,all,NECO,1-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,282,198,65,70,0,0,84,133,0
2019/2020,Female,all,NECO,1-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,118,88,31,33,0,0,30,57,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,244,170,49,47,3,0,74,121,3
2019/2020,Female,all,NECO,2-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,209,151,56,48,9,0,58,95,9
2019/2020,Female,all,NECO,2-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,196,139,48,33,15,0,57,91,15
2019/2020,Female,all,NECO,2-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,81,55,21,18,3,0,26,34,3
2019/2020,Female,all,NECO,2-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,279,195,64,54,12,0,84,131,12
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,122,88,31,29,3,0,34,57,3
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,181,128,41,35,6,0,53,87,6
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,207,152,52,44,9,0,55,100,9
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,145,101,39,36,3,0,44,62,3
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,81,60,21,18,3,0,21,39,3
2019/2020,Female,all,NECO,2-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,72,53,20,14,6,0,19,33,6
2019/2020,Female,all,NECO,2-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,26,18,7,7,0,0,8,11,0
2019/2020,Female,all,NECO,2-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,181,126,44,39,6,0,55,82,6
2019/2020,Female,all,NECO,2-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,78,56,17,18,0,0,22,39,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,156,108,36,34,3,0,48,72,3
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,135,100,30,30,3,0,35,70,3
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,143,105,33,32,1,0,38,72,1
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,53,37,11,11,0,0,16,26,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,172,118,34,31,6,0,54,84,6
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,83,60,20,18,3,0,23,40,3
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,117,88,27,25,4,0,29,61,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,135,98,32,30,3,0,37,66,3
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,93,67,25,22,3,0,26,42,3
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,49,35,10,11,0,0,14,25,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,50,36,14,14,0,0,14,22,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,15,12,3,4,0,0,3,9,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,107,80,29,23,6,0,27,51,6
2019/2020,Female,all,NECO,3-5-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,49,35,14,12,3,0,14,21,3
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,81,62,26,20,8,0,19,36,8
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,77,54,19,20,3,0,23,35,3
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,83,61,15,11,5,0,22,46,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,30,21,8,8,0,0,9,13,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,99,72,22,28,0,0,27,50,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,35,26,10,7,3,0,9,16,3
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,59,42,16,19,0,0,17,26,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,75,54,25,23,3,0,21,29,3
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,49,38,11,11,0,0,11,27,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,31,21,7,8,0,0,10,14,0
2019/2020,Female,all,NECO,5+-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,28,24,6,8,0,0,4,18,0
2019/2020,Female,all,NECO,5+-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,9,7,3,0,3,0,2,4,3
2019/2020,Female,all,NECO,5+-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,57,38,18,8,11,0,19,20,11
2019/2020,Female,all,NECO,5+-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,29,24,10,4,7,0,5,14,7
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,462,327,123,114,11,0,135,204,11
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,397,288,113,101,13,0,109,175,13
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,428,306,123,114,11,0,122,183,11
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,170,122,48,39,9,0,48,74,9
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,562,391,145,131,14,0,171,246,14
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,260,177,76,68,9,0,83,101,9
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,374,264,96,84,12,0,110,168,12
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,387,269,106,89,18,0,118,163,18
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,292,207,83,75,9,0,85,124,9
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,179,131,52,50,2,0,48,79,2
2019/2020,Female,all,WAEC,1-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,153,114,48,46,2,0,39,66,2
2019/2020,Female,all,WAEC,1-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,53,39,17,14,3,0,14,22,3
2019/2020,Female,all,WAEC,1-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,335,244,100,91,9,0,91,144,9
2019/2020,Female,all,WAEC,1-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,153,107,41,39,3,0,46,66,3
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,292,207,75,76,3,0,85,132,3
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,269,195,76,63,13,0,74,119,13
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,273,196,79,71,9,0,77,117,9
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,107,74,27,29,0,0,33,47,0
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,359,251,93,79,15,0,108,158,15
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,164,116,48,39,9,0,48,68,9
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,228,159,58,53,6,0,69,101,6
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,264,181,72,61,12,0,83,109,12
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,183,129,55,47,9,0,54,74,9
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,104,77,31,25,6,0,27,46,6
2019/2020,Female,all,WAEC,2-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,92,66,31,25,6,0,26,35,6
2019/2020,Female,all,WAEC,2-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,32,25,10,7,3,0,7,15,3
2019/2020,Female,all,WAEC,2-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,215,155,62,56,6,0,60,93,6
2019/2020,Female,all,WAEC,2-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,98,71,31,25,6,0,27,40,6
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,188,137,56,43,13,0,51,81,13
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,175,128,55,44,12,0,47,73,12
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,196,136,56,47,10,0,60,80,10
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,75,54,21,18,3,0,21,33,3
2019/2020,Female,all,WAEC,3-5-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,237,169,60,62,3,0,68,109,3
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,115,79,31,29,3,0,36,48,3
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,153,109,44,32,12,0,44,65,12
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,151,107,38,36,3,0,44,69,3
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,114,84,34,28,6,0,30,50,6
2019/2020,Female,all,WAEC,3-5-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,75,56,24,18,6,0,19,32,6
2019/2020,Female,all,WAEC,3-5-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,60,46,20,18,3,0,14,26,3
2019/2020,Female,all,WAEC,3-5-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,19,15,7,7,0,0,4,8,0
2019/2020,Female,all,WAEC,3-5-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,141,101,44,33,12,0,40,57,12
2019/2020,Female,all,WAEC,3-5-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,61,46,17,14,4,0,15,29,4
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,105,69,33,22,12,0,36,36,12
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,101,72,28,30,0,0,29,44,0
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,96,69,35,29,7,0,27,34,7
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,34,25,10,8,3,0,9,15,3
2019/2020,Female,all,WAEC,5+-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,127,94,34,28,9,0,33,60,9
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,51,36,13,12,3,0,15,23,3
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,85,60,25,21,4,0,25,35,4
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,84,58,20,24,0,0,26,38,0
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,67,46,16,16,3,0,21,30,3
2019/2020,Female,all,WAEC,5+-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,36,27,8,8,0,0,9,19,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,28,20,10,8,3,0,8,10,3
2019/2020,Female,all,WAEC,5+-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,13,8,4,4,0,0,5,4,0
2019/2020,Female,all,WAEC,5+-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,87,63,24,23,3,0,24,39,3
2019/2020,Female,all,WAEC,5+-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,33,24,10,10,1,0,9,14,1
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,28,17,17,17,1,0,11,8,1
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,24,14,16,19,0,0,10,4,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,26,16,24,29,0,0,10,0,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,8,5,8,10,0,0,3,0,0
2019/2020,Female,disabled,NABTEB,1-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,28,18,17,19,0,0,10,8,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,12,8,10,8,2,0,4,2,2
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,20,11,16,19,0,0,9,3,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,24,18,21,22,1,0,6,3,1
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,20,15,12,13,0,0,5,6,0
2019/2020,Female,disabled,NABTEB,1-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,10,6,10,10,0,0,4,0,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,8,5,10,9,1,0,3,0,1
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,4,3,4,5,0,0,1,0,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,20,13,12,13,0,0,7,5,0
2019/2020,Female,disabled,NABTEB,1-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,12,7,14,14,1,0,5,0,1
