"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","599","589","417","153","137","16","10","172","264","16"
"2019/2020","Female","all","WAEC","University","lga","Bade","North East","Yobe","Bade","","","466","459","316","112","98","14","7","143","204","14"
"2019/2020","Female","all","WAEC","University","lga","Damaturu","North East","Yobe","Damaturu","","","213","210","153","71","66","5","3","57","83","5"
"2019/2020","Female","all","WAEC","University","lga","Geidam","North East","Yobe","Geidam","","","901","887","626","229","201","29","14","261","396","29"
"2019/2020","Female","all","WAEC","University","lga","Nguru","North East","Yobe","Nguru","","","394","389","278","102","93","9","5","111","176","9"
"2019/2020","Female","all","WAEC","University","lga","Potiskum","North East","Yobe","Potiskum","","","1332","1312","940","372","329","43","20","372","568","43"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Bade","North East","Yobe","Bade","","","77","77","54","8","8","0","0","23","49","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","8","8","6","0","0","0","0","2","6","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Geidam","North East","Yobe","Geidam","","","38","38","24","7","7","0","0","14","18","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Nguru","North East","Yobe","Nguru","","","56","56","39","24","24","0","0","17","20","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","8","8","5","6","6","0","0","3","0","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Bade","North East","Yobe","Bade","","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","106","106","70","15","15","0","0","36","56","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","26","26","17","0","0","0","0","9","17","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","27","27","18","0","0","0","0","9","18","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","37","37","22","7","7","0","0","15","16","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Bade","North East","Yobe","Bade","","","28","28","19","0","0","0","0","9","19","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Damaturu","North East","Yobe","Damaturu","","","10","10","8","7","7","0","0","2","2","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Geidam","North East","Yobe","Geidam","","","44","44","29","15","15","0","0","15","17","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Nguru","North East","Yobe","Nguru","","","27","27","18","8","8","0","0","9","12","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Potiskum","North East","Yobe","Potiskum","","","69","69","43","15","15","0","0","26","30","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Bade","North East","Yobe","Bade","","","98","98","57","24","24","0","0","41","33","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","15","15","8","6","6","0","0","7","3","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Geidam","North East","Yobe","Geidam","","","69","69","48","24","24","0","0","21","24","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Nguru","North East","Yobe","Nguru","","","105","105","69","24","24","0","0","36","45","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","10","10","8","5","5","0","0","2","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Bade","North East","Yobe","Bade","","","10","10","8","5","5","0","0","2","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","199","199","138","36","36","0","0","61","102","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","47","47","29","12","12","0","0","18","18","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","42","42","29","12","12","0","0","13","18","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","54","54","36","18","18","0","0","18","18","0"
"2019/2020","Female","disabled","NECO","University","lga","Bade","North East","Yobe","Bade","","","40","40","23","6","6","0","0","17","18","0"
"2019/2020","Female","disabled","NECO","University","lga","Damaturu","North East","Yobe","Damaturu","","","26","26","17","6","6","0","0","9","11","0"
"2019/2020","Female","disabled","NECO","University","lga","Geidam","North East","Yobe","Geidam","","","64","64","42","12","12","0","0","22","30","0"
"2019/2020","Female","disabled","NECO","University","lga","Nguru","North East","Yobe","Nguru","","","35","35","21","12","12","0","0","14","9","0"
"2019/2020","Female","disabled","NECO","University","lga","Potiskum","North East","Yobe","Potiskum","","","124","124","84","42","42","0","0","40","42","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Bade","North East","Yobe","Bade","","","121","121","79","24","29","0","0","42","55","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","20","20","13","0","0","0","0","7","13","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Geidam","North East","Yobe","Geidam","","","80","80","53","20","23","0","0","27","33","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Nguru","North East","Yobe","Nguru","","","135","134","89","30","33","0","1","45","59","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","13","13","9","4","5","0","0","4","4","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Bade","North East","Yobe","Bade","","","11","11","7","5","6","0","0","4","3","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","250","249","171","59","69","0","1","78","112","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","56","56","35","10","11","0","0","21","25","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","59","59","40","15","18","0","0","19","26","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","58","58","37","19","20","0","0","21","18","0"
"2019/2020","Female","disabled","WAEC","University","lga","Bade","North East","Yobe","Bade","","","54","54","35","10","12","0","0","19","26","0"
"2019/2020","Female","disabled","WAEC","University","lga","Damaturu","North East","Yobe","Damaturu","","","30","30","23","10","11","0","0","7","13","0"
"2019/2020","Female","disabled","WAEC","University","lga","Geidam","North East","Yobe","Geidam","","","84","84","56","19","21","0","0","28","37","0"
"2019/2020","Female","disabled","WAEC","University","lga","Nguru","North East","Yobe","Nguru","","","42","42","28","9","10","0","0","14","19","0"
"2019/2020","Female","disabled","WAEC","University","lga","Potiskum","North East","Yobe","Potiskum","","","152","152","97","34","39","0","0","55","63","0"
"2019/2020","Male","all","NABTEB","College of Education","lga","Bade","North East","Yobe","Bade","","","568","559","397","136","135","7","9","162","261","7"
"2019/2020","Male","all","NABTEB","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","107","105","74","25","17","8","2","31","49","8"
"2019/2020","Male","all","NABTEB","College of Education","lga","Geidam","North East","Yobe","Geidam","","","305","301","222","80","75","8","4","79","142","8"
"2019/2020","Male","all","NABTEB","College of Education","lga","Nguru","North East","Yobe","Nguru","","","487","480","339","121","105","16","7","141","218","16"
"2019/2020","Male","all","NABTEB","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","62","61","47","16","16","0","1","14","31","0"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Bade","North East","Yobe","Bade","","","72","71","50","16","17","0","1","21","35","0"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","1072","1055","752","259","196","64","17","303","493","64"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","274","270","186","49","49","0","4","84","137","0"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","205","202","143","48","48","0","3","59","95","0"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","300","295","213","72","64","8","5","82","141","8"
"2019/2020","Male","all","NABTEB","University","lga","Bade","North East","Yobe","Bade","","","189","186","124","40","42","0","3","62","85","0"
"2019/2020","Male","all","NABTEB","University","lga","Damaturu","North East","Yobe","Damaturu","","","99","98","70","33","25","8","1","28","37","8"
"2019/2020","Male","all","NABTEB","University","lga","Geidam","North East","Yobe","Geidam","","","349","344","237","80","83","0","5","107","157","0"
"2019/2020","Male","all","NABTEB","University","lga","Nguru","North East","Yobe","Nguru","","","169","166","114","40","40","0","3","52","74","0"
"2019/2020","Male","all","NABTEB","University","lga","Potiskum","North East","Yobe","Potiskum","","","596","588","422","169","146","24","8","166","253","24"
"2019/2020","Male","all","NECO","College of Education","lga","Bade","North East","Yobe","Bade","","","1036","1021","707","202","168","34","15","314","505","34"
"2019/2020","Male","all","NECO","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","215","212","141","41","37","4","3","71","100","4"
"2019/2020","Male","all","NECO","College of Education","lga","Geidam","North East","Yobe","Geidam","","","626","617","439","140","124","16","9","178","300","16"
"2019/2020","Male","all","NECO","College of Education","lga","Nguru","North East","Yobe","Nguru","","","1014","999","712","222","192","30","15","287","491","30"
"2019/2020","Male","all","NECO","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","126","124","93","29","25","4","2","31","64","4"
"2019/2020","Male","all","NECO","Polytechnic","lga","Bade","North East","Yobe","Bade","","","118","116","81","23","19","4","2","35","58","4"
"2019/2020","Male","all","NECO","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","2044","2013","1445","466","417","49","31","568","980","49"
"2019/2020","Male","all","NECO","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","539","531","366","105","93","12","8","165","261","12"
"2019/2020","Male","all","NECO","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","366","361","263","88","81","8","5","98","175","8"
"2019/2020","Male","all","NECO","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","568","559","385","116","98","18","9","174","269","18"
"2019/2020","Male","all","NECO","University","lga","Bade","North East","Yobe","Bade","","","341","336","229","62","55","9","5","107","167","9"
"2019/2020","Male","all","NECO","University","lga","Damaturu","North East","Yobe","Damaturu","","","211","208","149","57","50","8","3","59","91","8"
"2019/2020","Male","all","NECO","University","lga","Geidam","North East","Yobe","Geidam","","","629","620","431","146","124","22","9","189","285","22"
"2019/2020","Male","all","NECO","University","lga","Nguru","North East","Yobe","Nguru","","","302","298","208","68","56","12","4","90","140","12"
"2019/2020","Male","all","NECO","University","lga","Potiskum","North East","Yobe","Potiskum","","","1127","1111","799","274","242","32","16","312","525","32"
"2019/2020","Male","all","WAEC","College of Education","lga","Bade","North East","Yobe","Bade","","","1355","1334","930","296","267","29","21","404","634","29"
"2019/2020","Male","all","WAEC","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","271","267","182","51","44","7","4","85","131","7"
"2019/2020","Male","all","WAEC","College of Education","lga","Geidam","North East","Yobe","Geidam","","","759","748","543","193","175","18","11","205","350","18"
"2019/2020","Male","all","WAEC","College of Education","lga","Nguru","North East","Yobe","Nguru","","","1291","1271","905","315","285","30","20","366","590","30"
"2019/2020","Male","all","WAEC","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","151","149","112","45","43","2","2","37","66","2"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Bade","North East","Yobe","Bade","","","162","160","117","46","38","8","2","43","72","8"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","2609","2571","1819","656","585","71","38","752","1163","71"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","702","691","488","148","137","11","11","203","340","11"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","507","499","348","128","115","13","8","151","220","13"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","698","688","487","173","158","15","10","201","314","15"
"2019/2020","Male","all","WAEC","University","lga","Bade","North East","Yobe","Bade","","","477","471","321","97","87","10","6","150","225","10"
"2019/2020","Male","all","WAEC","University","lga","Damaturu","North East","Yobe","Damaturu","","","225","222","164","61","55","6","3","58","104","6"
"2019/2020","Male","all","WAEC","University","lga","Geidam","North East","Yobe","Geidam","","","834","821","574","188","169","19","13","247","386","19"
"2019/2020","Male","all","WAEC","University","lga","Nguru","North East","Yobe","Nguru","","","440","433","306","96","87","9","7","127","210","9"
"2019/2020","Male","all","WAEC","University","lga","Potiskum","North East","Yobe","Potiskum","","","1430","1409","1022","371","344","27","21","387","651","27"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Bade","North East","Yobe","Bade","","","74","74","49","0","0","0","0","25","49","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","10","10","6","0","0","0","0","4","6","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Geidam","North East","Yobe","Geidam","","","38","38","24","0","0","0","0","14","24","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Nguru","North East","Yobe","Nguru","","","64","64","38","8","8","0","0","26","31","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","8","8","5","0","0","0","0","3","5","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Bade","North East","Yobe","Bade","","","8","8","6","0","0","0","0","2","6","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","113","113","79","8","8","0","0","34","71","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","26","26","17","0","0","0","0","9","17","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","27","27","18","0","0","0","0","9","18","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","37","37","22","0","0","0","0","15","22","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Bade","North East","Yobe","Bade","","","28","28","20","0","0","0","0","8","20","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Damaturu","North East","Yobe","Damaturu","","","10","10","8","7","7","0","0","2","2","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Geidam","North East","Yobe","Geidam","","","44","44","29","7","7","0","0","15","23","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Nguru","North East","Yobe","Nguru","","","26","26","17","0","0","0","0","9","17","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Potiskum","North East","Yobe","Potiskum","","","66","66","46","15","15","0","0","20","31","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Bade","North East","Yobe","Bade","","","102","102","63","6","6","0","0","39","57","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","18","18","11","6","6","0","0","7","6","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Geidam","North East","Yobe","Geidam","","","74","74","51","18","18","0","0","23","33","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Nguru","North East","Yobe","Nguru","","","117","117","71","18","18","0","0","46","53","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","13","13","9","0","0","0","0","4","9","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Bade","North East","Yobe","Bade","","","10","10","8","0","0","0","0","2","8","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","214","214","143","42","42","0","0","71","101","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","56","56","36","6","6","0","0","20","30","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","45","45","30","12","12","0","0","15","18","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","59","59","36","0","0","0","0","23","36","0"
"2019/2020","Male","disabled","NECO","University","lga","Bade","North East","Yobe","Bade","","","40","40","23","6","6","0","0","17","18","0"
"2019/2020","Male","disabled","NECO","University","lga","Damaturu","North East","Yobe","Damaturu","","","26","26","17","6","6","0","0","9","11","0"
"2019/2020","Male","disabled","NECO","University","lga","Geidam","North East","Yobe","Geidam","","","65","65","42","18","18","0","0","23","24","0"
"2019/2020","Male","disabled","NECO","University","lga","Nguru","North East","Yobe","Nguru","","","37","37","24","12","12","0","0","13","12","0"
"2019/2020","Male","disabled","NECO","University","lga","Potiskum","North East","Yobe","Potiskum","","","124","124","84","30","30","0","0","40","54","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Bade","North East","Yobe","Bade","","","122","122","82","34","41","0","0","40","48","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","25","25","15","0","0","0","0","10","15","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Geidam","North East","Yobe","Geidam","","","92","92","60","15","18","0","0","32","45","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Nguru","North East","Yobe","Nguru","","","143","143","96","29","33","0","0","47","67","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","16","16","12","4","4","0","0","4","7","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Bade","North East","Yobe","Bade","","","11","11","7","5","6","0","0","4","3","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","278","275","181","54","64","0","3","94","127","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","70","70","46","10","11","0","0","24","36","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","51","51","35","10","11","0","0","16","25","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","68","68","46","19","19","0","0","22","27","0"
"2019/2020","Male","disabled","WAEC","University","lga","Bade","North East","Yobe","Bade","","","52","52","33","5","6","0","0","19","28","0"
"2019/2020","Male","disabled","WAEC","University","lga","Damaturu","North East","Yobe","Damaturu","","","31","31","20","5","6","0","0","11","15","0"
"2019/2020","Male","disabled","WAEC","University","lga","Geidam","North East","Yobe","Geidam","","","79","79","53","19","21","0","0","26","34","0"
"2019/2020","Male","disabled","WAEC","University","lga","Nguru","North East","Yobe","Nguru","","","44","44","31","5","6","0","0","13","27","0"
"2019/2020","Male","disabled","WAEC","University","lga","Potiskum","North East","Yobe","Potiskum","","","163","163","108","29","32","0","0","55","79","0"
"2020/2021","Female","all","NABTEB","College of Education","lga","Bade","North East","Yobe","Bade","","","573","564","420","153","138","16","9","144","268","16"
"2020/2021","Female","all","NABTEB","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","115","113","78","23","16","7","2","35","56","7"
"2020/2021","Female","all","NABTEB","College of Education","lga","Geidam","North East","Yobe","Geidam","","","318","314","223","92","84","8","4","91","132","8"
"2020/2021","Female","all","NABTEB","College of Education","lga","Nguru","North East","Yobe","Nguru","","","494","486","352","153","122","31","8","134","199","31"
"2020/2021","Female","all","NABTEB","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","70","69","51","23","23","0","1","18","29","0"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Bade","North East","Yobe","Bade","","","75","74","54","16","16","0","1","20","38","0"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","1021","1004","724","314","261","53","17","280","411","53"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","245","242","171","54","47","7","3","71","117","7"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","221","218","157","68","61","8","3","61","89","8"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Potiskum","North East","Yobe","Potiskum","","","282","277","193","83","75","8","5","84","110","8"
"2020/2021","Female","all","NABTEB","University","lga","Bade","North East","Yobe","Bade","","","197","194","135","44","47","0","3","59","91","0"
"2020/2021","Female","all","NABTEB","University","lga","Damaturu","North East","Yobe","Damaturu","","","102","100","78","39","31","8","2","22","40","8"
"2020/2021","Female","all","NABTEB","University","lga","Geidam","North East","Yobe","Geidam","","","373","367","257","100","93","7","6","110","158","7"
"2020/2021","Female","all","NABTEB","University","lga","Nguru","North East","Yobe","Nguru","","","181","178","128","53","54","0","3","50","75","0"
"2020/2021","Female","all","NABTEB","University","lga","Potiskum","North East","Yobe","Potiskum","","","578","570","428","159","147","14","8","142","270","14"
"2020/2021","Female","all","NECO","College of Education","lga","Bade","North East","Yobe","Bade","","","1027","1012","722","245","210","36","15","290","477","36"
"2020/2021","Female","all","NECO","College of Education","lga","Damaturu","North East","Yobe","Damaturu","","","229","226","163","44","41","3","3","63","119","3"
"2020/2021","Female","all","NECO","College of Education","lga","Geidam","North East","Yobe","Geidam","","","579","570","406","150","135","15","9","164","256","15"
"2020/2021","Female","all","NECO","College of Education","lga","Nguru","North East","Yobe","Nguru","","","947","933","667","220","191","29","14","266","447","29"
"2020/2021","Female","all","NECO","College of Education","lga","Potiskum","North East","Yobe","Potiskum","","","133","131","96","44","41","3","2","35","53","3"
"2020/2021","Female","all","NECO","Polytechnic","lga","Bade","North East","Yobe","Bade","","","141","139","105","44","41","3","2","34","62","3"
"2020/2021","Female","all","NECO","Polytechnic","lga","Damaturu","North East","Yobe","Damaturu","","","1976","1946","1435","528","452","76","30","511","907","76"
"2020/2021","Female","all","NECO","Polytechnic","lga","Geidam","North East","Yobe","Geidam","","","450","444","321","110","99","11","6","123","211","11"
"2020/2021","Female","all","NECO","Polytechnic","lga","Nguru","North East","Yobe","Nguru","","","422","415","306","121","110","11","7","109","184","11"
