"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","232","229","142","56","52","4","3","87","87","4"
"2019/2020","Female","all","WAEC","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","1321","1301","791","295","261","34","20","510","496","34"
"2019/2020","Female","all","WAEC","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","408","401","240","92","84","8","7","161","149","8"
"2019/2020","Female","all","WAEC","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","1548","1525","935","350","303","47","23","590","585","47"
"2019/2020","Female","all","WAEC","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","979","964","600","237","208","29","15","364","363","29"
"2019/2020","Female","all","WAEC","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","1547","1523","931","372","326","46","24","592","559","46"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","16","16","9","5","7","0","0","7","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","25","25","14","10","11","0","0","11","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","20","20","11","6","6","0","0","9","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","17","17","9","6","8","0","0","8","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","16","16","9","6","7","0","0","7","3","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","27","27","16","10","11","0","0","11","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","59","59","32","22","22","0","0","27","10","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","15","15","8","3","3","0","0","7","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","37","37","21","9","12","0","0","16","13","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","16","16","9","6","7","0","0","7","3","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","72","72","38","22","28","0","0","34","17","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","24","24","13","4","4","0","0","11","10","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","75","75","41","21","22","0","0","34","21","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","52","52","29","15","19","0","0","23","13","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","70","70","38","21","23","0","0","32","17","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","19","19","10","7","7","0","0","9","3","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","47","47","25","12","12","0","0","22","13","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","35","35","21","7","8","0","0","14","14","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","29","29","16","7","7","0","0","13","9","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","27","27","17","8","8","0","0","10","10","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","55","55","33","11","11","0","0","22","22","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","110","110","63","24","24","0","0","47","39","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","17","17","8","7","7","0","0","8","2","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","57","57","32","15","16","0","0","25","18","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","22","22","14","7","7","0","0","8","6","0"
"2019/2020","Female","disabled","NECO","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","122","122","67","28","28","0","0","55","40","0"
"2019/2020","Female","disabled","NECO","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","30","30","15","11","11","0","0","15","4","0"
"2019/2020","Female","disabled","NECO","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","143","143","81","31","31","0","0","62","50","0"
"2019/2020","Female","disabled","NECO","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","84","84","50","18","19","0","0","34","32","0"
"2019/2020","Female","disabled","NECO","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","115","115","66","30","30","0","0","49","36","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","27","27","15","6","6","0","0","12","10","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","61","61","36","12","13","0","0","25","24","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","47","47","26","9","10","0","0","21","17","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","35","35","20","6","6","0","0","15","15","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","43","43","24","6","6","0","0","19","19","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","71","71","39","15","15","0","0","32","25","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","148","147","84","30","32","0","1","63","55","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","25","25","13","6","6","0","0","12","8","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","75","75","43","12","12","0","0","32","31","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","24","24","15","6","6","0","0","9","10","0"
"2019/2020","Female","disabled","WAEC","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","165","164","92","27","27","0","1","72","66","0"
"2019/2020","Female","disabled","WAEC","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","38","38","21","9","9","0","0","17","12","0"
"2019/2020","Female","disabled","WAEC","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","180","180","101","33","36","0","0","79","68","0"
"2019/2020","Female","disabled","WAEC","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","105","105","63","20","21","0","0","42","43","0"
"2019/2020","Female","disabled","WAEC","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","154","154","85","29","31","0","0","69","56","0"
"2019/2020","Male","all","NABTEB","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","100","98","59","20","22","0","2","39","39","0"
"2019/2020","Male","all","NABTEB","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","292","288","179","52","43","9","4","109","127","9"
"2019/2020","Male","all","NABTEB","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","194","191","121","31","25","6","3","70","90","6"
"2019/2020","Male","all","NABTEB","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","186","184","114","31","25","6","2","70","84","6"
"2019/2020","Male","all","NABTEB","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","182","180","112","31","28","3","2","68","81","3"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","317","312","200","65","58","7","5","112","135","7"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","542","535","323","96","82","14","7","212","227","14"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","94","92","54","14","14","0","2","38","40","0"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","338","333","215","69","64","6","5","118","147","6"
"2019/2020","Male","all","NABTEB","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","120","118","71","20","22","0","2","47","51","0"
"2019/2020","Male","all","NABTEB","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","539","532","315","93","85","9","7","217","222","9"
"2019/2020","Male","all","NABTEB","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","194","191","114","28","25","3","3","77","86","3"
"2019/2020","Male","all","NABTEB","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","705","694","407","107","90","18","11","287","300","18"
"2019/2020","Male","all","NABTEB","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","397","390","236","75","68","9","7","154","161","9"
"2019/2020","Male","all","NABTEB","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","698","688","422","137","121","17","10","266","286","17"
"2019/2020","Male","all","NECO","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","161","159","99","36","32","4","2","60","63","4"
"2019/2020","Male","all","NECO","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","571","563","346","118","105","13","8","217","228","13"
"2019/2020","Male","all","NECO","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","389","384","232","77","70","7","5","152","155","7"
"2019/2020","Male","all","NECO","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","331","326","200","61","57","4","5","126","139","4"
"2019/2020","Male","all","NECO","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","337","332","199","70","62","8","5","133","130","8"
"2019/2020","Male","all","NECO","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","577","569","363","129","113","16","8","206","234","16"
"2019/2020","Male","all","NECO","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","994","979","602","214","190","24","15","377","389","24"
"2019/2020","Male","all","NECO","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","176","174","112","44","38","6","2","62","68","6"
"2019/2020","Male","all","NECO","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","600","591","362","129","116","13","9","229","234","13"
"2019/2020","Male","all","NECO","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","222","219","134","44","39","5","3","85","90","5"
"2019/2020","Male","all","NECO","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","1087","1071","625","206","186","20","16","446","420","20"
"2019/2020","Male","all","NECO","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","380","374","213","73","65","8","6","161","140","8"
"2019/2020","Male","all","NECO","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","1311","1293","786","276","248","28","18","507","510","28"
"2019/2020","Male","all","NECO","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","792","781","472","173","148","25","11","309","299","25"
"2019/2020","Male","all","NECO","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","1333","1314","818","301","265","36","19","496","517","36"
"2019/2020","Male","all","WAEC","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","228","224","136","46","42","4","4","88","91","4"
"2019/2020","Male","all","WAEC","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","775","763","446","160","142","18","12","317","286","18"
"2019/2020","Male","all","WAEC","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","458","451","275","86","74","12","7","176","190","12"
"2019/2020","Male","all","WAEC","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","443","437","267","89","81","8","6","170","179","8"
"2019/2020","Male","all","WAEC","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","470","463","295","107","94","13","7","168","188","13"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","771","759","463","178","158","20","12","296","286","20"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","1411","1389","847","310","274","36","22","542","537","36"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","206","203","119","39","35","4","3","84","81","4"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","800","788","491","172","151","21","12","297","319","21"
"2019/2020","Male","all","WAEC","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","269","265","161","59","49","10","4","104","102","10"
"2019/2020","Male","all","WAEC","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","1340","1320","786","262","232","30","20","534","524","30"
"2019/2020","Male","all","WAEC","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","486","479","286","98","87","11","7","193","188","11"
"2019/2020","Male","all","WAEC","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","1671","1646","990","338","297","41","25","656","653","41"
"2019/2020","Male","all","WAEC","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","1003","988","597","219","194","25","15","391","378","25"
"2019/2020","Male","all","WAEC","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","1668","1644","994","353","311","42","24","650","640","42"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","17","17","9","6","8","0","0","8","4","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","27","27","16","7","7","0","0","11","8","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","23","23","13","3","4","0","0","10","10","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","17","17","9","3","4","0","0","8","7","0"
"2019/2020","Male","disabled","NABTEB","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","19","19","11","3","4","0","0","8","9","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","33","33","19","10","12","0","0","14","9","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","65","65","37","18","19","0","0","28","18","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","16","16","9","0","0","0","0","7","9","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","36","36","21","9","11","0","0","15","12","0"
"2019/2020","Male","disabled","NABTEB","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","16","16","9","6","7","0","0","7","3","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","68","68","37","19","23","0","0","31","18","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","24","24","13","4","4","0","0","11","10","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","79","79","44","13","14","0","0","35","31","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","52","52","29","12","13","0","0","23","17","0"
"2019/2020","Male","disabled","NABTEB","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","75","75","40","25","27","0","0","35","15","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","17","17","10","7","7","0","0","7","3","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","52","52","30","12","12","0","0","22","19","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","41","41","24","7","7","0","0","17","17","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","35","35","19","8","8","0","0","16","12","0"
"2019/2020","Male","disabled","NECO","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","32","32","19","8","8","0","0","13","12","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","60","60","38","12","12","0","0","22","26","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","123","123","66","24","24","0","0","57","43","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","17","17","10","7","7","0","0","7","3","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","59","59","34","12","12","0","0","25","23","0"
"2019/2020","Male","disabled","NECO","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","24","24","13","7","7","0","0","11","6","0"
"2019/2020","Male","disabled","NECO","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","126","126","68","24","24","0","0","58","44","0"
"2019/2020","Male","disabled","NECO","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","32","32","15","4","4","0","0","17","11","0"
"2019/2020","Male","disabled","NECO","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","146","146","81","31","31","0","0","65","50","0"
"2019/2020","Male","disabled","NECO","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","86","86","48","18","19","0","0","38","30","0"
"2019/2020","Male","disabled","NECO","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","134","133","75","26","27","0","1","58","49","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","29","29","17","6","6","0","0","12","12","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","75","75","41","12","13","0","0","34","30","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","51","50","26","9","10","0","1","24","18","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","43","43","24","6","6","0","0","19","19","0"
"2019/2020","Male","disabled","WAEC","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","48","48","28","6","6","0","0","20","22","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","76","76","42","12","12","0","0","34","30","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","167","166","97","30","33","0","1","69","67","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","21","21","12","5","5","0","0","9","7","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","84","84","49","12","12","0","0","35","38","0"
"2019/2020","Male","disabled","WAEC","Polytechnic","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","27","27","15","6","6","0","0","12","10","0"
"2019/2020","Male","disabled","WAEC","University","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","157","156","88","27","27","0","1","68","61","0"
"2019/2020","Male","disabled","WAEC","University","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","42","42","25","6","6","0","0","17","19","0"
"2019/2020","Male","disabled","WAEC","University","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","188","188","103","32","34","0","0","85","71","0"
"2019/2020","Male","disabled","WAEC","University","lga","Ezza North","South East","Ebonyi","Ezza North","","","111","111","64","20","21","0","0","47","44","0"
"2019/2020","Male","disabled","WAEC","University","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","180","179","104","30","31","0","1","75","75","0"
"2020/2021","Female","all","NABTEB","College of Education","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","97","95","57","24","22","3","2","38","33","3"
"2020/2021","Female","all","NABTEB","College of Education","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","273","269","171","58","50","8","4","98","113","8"
"2020/2021","Female","all","NABTEB","College of Education","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","184","182","110","38","32","6","2","72","72","6"
"2020/2021","Female","all","NABTEB","College of Education","lga","Ezza North","South East","Ebonyi","Ezza North","","","165","163","98","24","22","3","2","65","74","3"
"2020/2021","Female","all","NABTEB","College of Education","lga","Ohaozara","South East","Ebonyi","Ohaozara","","","177","174","109","35","29","6","3","65","75","6"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Abakaliki","South East","Ebonyi","Abakaliki","","","305","300","198","72","65","7","5","102","126","7"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Afikpo North","South East","Ebonyi","Afikpo North","","","542","535","326","108","93","15","7","209","218","15"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Afikpo South","South East","Ebonyi","Afikpo South","","","101","99","62","20","22","0","2","37","43","0"
"2020/2021","Female","all","NABTEB","Polytechnic","lga","Ezza North","South East","Ebonyi","Ezza North","","","335","330","212","68","61","8","5","118","144","8"
