session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,NECO,1-year,University,5,3,4,5,0,1.0,0,0,2,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,NECO,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,WAEC,1-year,University,5,2,4,4,0,1.0,0,0,3,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,WAEC,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,WAEC,3-5-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,WAEC,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NABTEB,1-year,University,25,19,4,5,0,1.0,0,0,6,15,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NABTEB,2-year,University,17,13,4,5,0,2.0,0,0,4,9,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NABTEB,3-5-year,University,10,6,0,0,0,1.5,0,0,4,6,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NABTEB,5+-year,University,5,3,0,0,0,1.5,0,0,2,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NECO,1-year,University,48,37,13,9,4,1.0,0,0,11,24,4
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NECO,2-year,University,29,20,9,5,4,2.0,0,0,9,11,4
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NECO,3-5-year,University,21,17,4,4,0,1.5,0,0,4,13,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NECO,5+-year,University,8,6,0,0,0,1.5,0,0,2,6,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,WAEC,1-year,University,54,38,15,12,3,1.0,0,0,16,23,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,WAEC,2-year,University,33,23,7,8,0,2.0,0,0,10,16,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,WAEC,3-5-year,University,23,18,4,4,0,1.5,0,0,5,14,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,WAEC,5+-year,University,10,8,4,4,0,1.5,0,0,2,4,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NABTEB,1-year,University,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NABTEB,2-year,University,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NECO,1-year,University,5,3,4,5,0,1.0,0,0,2,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NECO,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,WAEC,1-year,University,5,3,4,4,0,1.0,0,0,2,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,WAEC,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,WAEC,3-5-year,University,3,2,0,0,0,1.5,0,0,1,2,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,WAEC,5+-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NABTEB,1-year,University,47,34,14,9,5,1.0,0,0,13,20,5
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NABTEB,2-year,University,29,22,9,4,5,2.0,0,0,7,13,5
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NABTEB,3-5-year,University,22,16,4,4,0,1.5,0,0,6,12,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NABTEB,5+-year,University,7,6,0,0,0,1.5,0,0,1,6,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NECO,1-year,University,88,68,21,18,3,1.0,0,0,20,47,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NECO,2-year,University,56,42,17,14,3,2.0,0,0,14,25,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NECO,3-5-year,University,40,31,9,9,0,1.5,0,0,9,22,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NECO,5+-year,University,21,17,4,4,0,1.5,0,0,4,13,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,WAEC,1-year,University,113,83,29,27,2,1.0,0,0,30,54,2
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,WAEC,2-year,University,69,51,18,15,3,2.0,0,0,18,33,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,WAEC,3-5-year,University,46,35,15,12,3,1.5,0,0,11,20,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,WAEC,5+-year,University,26,20,7,8,0,1.5,0,0,6,13,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NABTEB,1-year,University,5,3,5,4,1,1.0,0,0,2,0,1
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NABTEB,2-year,University,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NECO,1-year,University,8,6,4,4,0,1.0,0,0,2,2,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NECO,2-year,University,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NECO,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NECO,5+-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,WAEC,1-year,University,10,5,4,4,0,1.0,0,0,5,1,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,WAEC,2-year,University,8,5,0,0,0,2.0,0,0,3,5,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,WAEC,3-5-year,University,2,2,0,0,0,1.5,0,0,0,2,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,WAEC,5+-year,University,2,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NABTEB,1-year,University,56,40,14,14,0,1.0,0,0,16,26,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NABTEB,2-year,University,32,22,9,4,5,2.0,0,0,10,13,5
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NABTEB,3-5-year,University,22,16,5,4,1,1.5,0,0,6,11,1
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NABTEB,5+-year,University,17,12,5,4,1,1.5,0,0,5,7,1
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NECO,1-year,University,110,79,26,23,3,1.0,0,0,31,53,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NECO,2-year,University,72,51,17,18,0,2.0,0,0,21,34,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NECO,3-5-year,University,43,28,13,9,4,1.5,0,0,15,15,4
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NECO,5+-year,University,24,17,4,5,0,1.5,0,0,7,13,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,WAEC,1-year,University,136,96,33,31,2,1.0,0,0,40,63,2
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,WAEC,2-year,University,77,56,18,15,3,2.0,0,0,21,38,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,WAEC,3-5-year,University,54,40,11,12,0,1.5,0,0,14,29,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,WAEC,5+-year,University,41,28,11,8,3,1.5,0,0,13,17,3
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NABTEB,1-year,University,5,3,5,4,1,1.0,0,0,2,0,1
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NABTEB,2-year,University,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NABTEB,3-5-year,University,2,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NABTEB,5+-year,University,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NECO,1-year,University,11,5,4,5,0,1.0,0,0,6,1,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NECO,2-year,University,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NECO,3-5-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NECO,5+-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,WAEC,1-year,University,13,8,4,4,0,1.0,0,0,5,4,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,WAEC,2-year,University,8,5,0,0,0,2.0,0,0,3,5,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,WAEC,3-5-year,University,5,2,0,0,0,1.5,0,0,3,2,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,WAEC,5+-year,University,2,2,0,0,0,1.5,0,0,0,2,0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,all,NABTEB,1-year,University,44,31,9,9,0,1.0,0,0,13,22,0
