"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Female","all","WAEC","College of Education","152","150","85","31","27","4","2.0","2","65","55","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Female","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Female","disabled","NECO","College of Education","10","10","5","3","3","0","2.0","0","5","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Female","disabled","WAEC","College of Education","13","13","6","3","3","0","2.0","0","6","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Male","all","NABTEB","College of Education","83","82","47","11","8","3","2.1","1","35","36","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Male","all","NECO","College of Education","162","160","90","31","28","3","2.0","2","70","59","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Male","all","WAEC","College of Education","174","171","102","31","27","4","2.0","3","69","72","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Male","disabled","NABTEB","College of Education","7","7","3","0","0","0","2.1","0","4","3","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Male","disabled","NECO","College of Education","12","12","7","3","3","0","2.0","0","5","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Comprehensive High School, Ado 'A' Idofin","Male","disabled","WAEC","College of Education","17","17","10","3","3","0","2.0","0","7","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Female","all","NABTEB","College of Education","106","104","58","23","21","2","2.1","2","46","35","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Female","all","NECO","College of Education","229","226","131","45","39","6","2.0","3","95","86","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Female","all","WAEC","College of Education","286","282","159","53","49","4","2.0","4","123","106","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Female","disabled","NABTEB","College of Education","9","9","6","3","3","0","2.1","0","3","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Female","disabled","NECO","College of Education","22","22","11","3","4","0","2.0","0","11","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Female","disabled","WAEC","College of Education","29","29","14","5","6","0","2.0","0","14","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Male","all","NABTEB","College of Education","108","106","63","19","16","3","2.1","2","43","44","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Male","all","NECO","College of Education","206","203","116","41","35","6","2.0","3","87","75","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Male","all","WAEC","College of Education","272","268","147","42","36","6","2.0","4","121","105","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Male","disabled","NABTEB","College of Education","9","9","6","0","0","0","2.1","0","3","6","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Male","disabled","NECO","College of Education","20","20","10","3","4","0","2.0","0","10","7","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Government Secondary School, Ado 'A' Idofin","Male","disabled","WAEC","College of Education","26","26","14","3","3","0","2.0","0","12","12","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Female","all","NABTEB","College of Education","93","92","57","23","21","2","2.1","1","35","35","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Female","all","NECO","College of Education","191","188","110","45","39","6","2.0","3","78","65","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Female","all","WAEC","College of Education","251","247","156","64","61","3","2.0","4","91","92","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Female","disabled","NABTEB","College of Education","12","12","6","4","4","0","2.1","0","6","3","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Female","disabled","NECO","College of Education","25","25","13","3","4","0","2.0","0","12","11","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Female","disabled","WAEC","College of Education","35","34","18","5","6","0","2.0","1","16","13","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Male","all","NABTEB","College of Education","117","115","76","26","25","1","2.1","2","39","50","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Male","all","NECO","College of Education","265","261","161","65","60","5","2.0","4","100","96","5"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Male","all","WAEC","College of Education","319","314","185","73","67","6","2.0","5","129","112","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Male","disabled","NABTEB","College of Education","14","14","8","4","4","0","2.1","0","6","5","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Male","disabled","NECO","College of Education","35","34","20","7","7","0","2.0","1","14","14","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'A' Idofin","Unity College, Ado Ekiti","Male","disabled","WAEC","College of Education","38","37","21","5","6","0","2.0","1","16","16","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Female","all","NABTEB","College of Education","64","63","38","15","12","3","2.1","1","25","23","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Female","all","NECO","College of Education","117","115","65","28","25","3","2.0","2","50","37","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Female","all","WAEC","College of Education","171","168","100","36","33","3","2.0","3","68","65","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Female","disabled","NECO","College of Education","15","15","8","4","4","0","2.0","0","8","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Female","disabled","WAEC","College of Education","22","22","12","3","3","0","2.0","0","10","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Male","all","NABTEB","College of Education","70","69","45","15","12","3","2.1","1","24","30","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Male","all","NECO","College of Education","131","129","81","31","28","3","2.0","2","48","51","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Male","all","WAEC","College of Education","188","185","117","45","43","2","2.0","3","68","73","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Male","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Male","disabled","NECO","College of Education","15","15","8","3","4","0","2.0","0","8","5","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Community Secondary School, Ado 'B' Inisa","Male","disabled","WAEC","College of Education","24","24","14","5","6","0","2.0","0","10","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Female","all","NABTEB","College of Education","77","76","45","15","12","3","2.1","1","31","30","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Female","all","NECO","College of Education","172","169","95","28","25","3","2.0","3","74","68","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Female","all","WAEC","College of Education","208","205","115","39","33","6","2.0","3","90","77","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Female","disabled","NABTEB","College of Education","7","7","4","0","0","0","2.1","0","3","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Female","disabled","NECO","College of Education","22","22","11","3","4","0","2.0","0","11","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Female","disabled","WAEC","College of Education","27","27","15","3","3","0","2.0","0","12","12","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Male","all","NABTEB","College of Education","94","93","51","11","12","0","2.1","1","42","40","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Male","all","NECO","College of Education","210","207","118","34","32","2","2.0","3","89","84","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Male","all","WAEC","College of Education","259","255","144","45","39","6","2.0","4","111","100","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Male","disabled","NABTEB","College of Education","9","9","4","0","0","0","2.1","0","5","4","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Male","disabled","NECO","College of Education","27","27","14","3","4","0","2.0","0","14","11","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Comprehensive High School, Ado 'B' Inisa","Male","disabled","WAEC","College of Education","31","31","16","3","3","0","2.0","0","15","14","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Female","all","NABTEB","Polytechnic","104","102","67","30","29","1","2.0","2","35","37","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Female","all","NECO","Polytechnic","193","190","117","52","46","6","2.0","3","73","66","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Female","all","WAEC","Polytechnic","231","228","141","59","52","7","2.0","3","87","83","7"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Female","disabled","NABTEB","Polytechnic","7","7","4","3","3","0","2.0","0","3","1","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Female","disabled","NECO","Polytechnic","13","13","7","3","4","0","2.0","0","6","5","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Female","disabled","WAEC","Polytechnic","20","20","10","3","3","0","2.0","0","10","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Male","all","NABTEB","Polytechnic","123","121","72","26","25","1","2.0","2","49","46","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Male","all","NECO","Polytechnic","221","218","130","52","46","6","2.0","3","88","79","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Male","all","WAEC","Polytechnic","287","283","176","67","61","6","2.0","4","107","110","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Male","disabled","NABTEB","Polytechnic","9","9","6","3","3","0","2.0","0","3","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Male","disabled","NECO","Polytechnic","20","20","11","3","4","0","2.0","0","9","9","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Government Secondary School, Ado 'B' Inisa","Male","disabled","WAEC","Polytechnic","26","26","14","5","6","0","2.0","0","12","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Female","all","NABTEB","College of Education","70","69","43","19","16","3","2.1","1","26","24","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Female","all","NECO","College of Education","134","132","80","38","32","6","2.0","2","52","42","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Female","all","WAEC","College of Education","179","176","110","49","48","1","2.0","3","66","61","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Female","disabled","NECO","College of Education","13","13","7","3","4","0","2.0","0","6","5","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Female","disabled","WAEC","College of Education","20","20","12","5","6","0","2.0","0","8","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Male","all","NABTEB","College of Education","70","69","43","19","16","3","2.1","1","26","24","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Male","all","NECO","College of Education","126","124","73","28","25","3","2.0","2","51","46","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Male","all","WAEC","College of Education","178","175","106","39","36","3","2.0","3","69","68","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Male","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","1","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Male","disabled","NECO","College of Education","12","12","7","3","3","0","2.0","0","5","3","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'B' Inisa","Unity College, Ado Ekiti","Male","disabled","WAEC","College of Education","18","18","11","3","3","0","2.0","0","7","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Female","all","NABTEB","College of Education","85","84","54","26","25","1","2.1","1","30","28","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Female","all","NECO","College of Education","150","148","88","38","32","6","2.0","2","60","50","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Female","all","WAEC","College of Education","191","188","111","45","43","2","2.0","3","77","66","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Female","disabled","NABTEB","College of Education","9","9","6","3","3","0","2.1","0","3","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Female","disabled","NECO","College of Education","15","15","9","4","4","0","2.0","0","6","5","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Female","disabled","WAEC","College of Education","17","17","10","3","3","0","2.0","0","7","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Male","all","NABTEB","College of Education","106","104","65","26","25","1","2.1","2","39","39","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Male","all","NECO","College of Education","177","174","110","41","35","6","2.0","3","64","69","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Male","all","WAEC","College of Education","227","224","145","53","49","4","2.0","3","79","92","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Male","disabled","NABTEB","College of Education","9","9","6","3","3","0","2.1","0","3","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Male","disabled","NECO","College of Education","18","18","9","4","4","0","2.0","0","9","6","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Community Secondary School, Ado 'C' Idolofin","Male","disabled","WAEC","College of Education","22","22","12","5","6","0","2.0","0","10","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Female","all","NABTEB","University","113","111","65","26","25","1","1.8","2","46","39","1"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Female","all","NECO","University","222","219","129","45","39","6","1.8","3","90","84","6"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Female","all","WAEC","University","251","247","147","50","46","4","1.8","4","100","97","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Female","disabled","NABTEB","University","9","9","6","3","3","0","1.8","0","3","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Female","disabled","NECO","University","21","21","12","4","4","0","1.8","0","9","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Female","disabled","WAEC","University","24","24","12","3","3","0","1.8","0","12","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Male","all","NABTEB","University","121","119","65","23","21","2","1.8","2","54","42","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Male","all","NECO","University","228","225","134","48","43","5","1.8","3","91","87","5"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Male","all","WAEC","University","273","269","153","45","42","3","1.8","4","116","109","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Male","disabled","NABTEB","University","9","9","6","3","3","0","1.8","0","3","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Male","disabled","NECO","University","18","18","9","4","4","0","1.8","0","9","6","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Comprehensive High School, Ado 'C' Idolofin","Male","disabled","WAEC","University","22","22","12","3","3","0","1.8","0","10","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Female","all","NABTEB","College of Education","94","93","56","23","21","2","2.1","1","37","33","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Female","all","NECO","College of Education","189","186","118","48","43","5","2.0","3","68","70","5"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Female","all","WAEC","College of Education","209","206","121","56","52","4","2.0","3","85","65","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Female","disabled","NABTEB","College of Education","11","11","6","3","3","0","2.1","0","5","3","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Female","disabled","NECO","College of Education","23","23","12","4","4","0","2.0","0","12","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Female","disabled","WAEC","College of Education","26","26","14","5","6","0","2.0","0","12","10","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Male","all","NABTEB","College of Education","108","106","63","23","21","2","2.1","2","43","40","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Male","all","NECO","College of Education","197","194","123","51","43","9","2.0","3","71","71","9"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Male","all","WAEC","College of Education","236","232","139","50","46","4","2.0","4","93","89","4"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Male","disabled","NABTEB","College of Education","11","11","6","3","3","0","2.1","0","5","3","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Male","disabled","NECO","College of Education","23","23","12","4","4","0","2.0","0","12","8","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Government Secondary School, Ado 'C' Idolofin","Male","disabled","WAEC","College of Education","27","27","17","5","6","0","2.0","0","10","12","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Female","all","NABTEB","College of Education","48","47","24","11","12","0","2.1","1","23","14","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Female","all","NECO","College of Education","78","77","46","14","11","3","2.0","1","31","33","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Female","all","WAEC","College of Education","96","95","56","20","18","2","2.0","1","39","37","2"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Female","disabled","NABTEB","College of Education","7","7","3","3","3","0","2.1","0","4","0","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Female","disabled","NECO","College of Education","8","8","5","0","0","0","2.0","0","3","5","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Female","disabled","WAEC","College of Education","8","8","4","3","3","0","2.0","0","4","2","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Male","all","NABTEB","College of Education","55","54","31","8","8","0","2.1","1","23","23","0"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Male","all","NECO","College of Education","93","92","49","14","11","3","2.0","1","43","35","3"
"2019/2020","South West","Ekiti","Ado Ekiti","Ado 'C' Idolofin","Unity College, Ado Ekiti","Male","all","WAEC","College of Education","111","109","58","17","15","2","2.0","2","51","42","2"
