"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Kogi","Ankpa","Ankpa I","Unity College, Ankpa","Male","disabled","WAEC","Polytechnic","17","17","8","4","4","0","2.0","0","8","5","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Female","all","NABTEB","University","140","138","75","34","29","5","1.8","2","63","42","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Female","all","NECO","University","285","281","158","57","51","6","1.8","4","123","101","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Female","all","WAEC","University","310","305","169","57","47","10","1.8","5","136","112","10"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Female","disabled","NABTEB","University","14","14","6","6","6","0","1.8","0","8","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Female","disabled","NECO","University","30","30","18","5","5","0","1.8","0","12","14","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Female","disabled","WAEC","University","39","38","19","4","4","0","1.8","1","19","15","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Male","all","NABTEB","University","148","146","84","28","23","5","1.8","2","62","57","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Male","all","NECO","University","322","317","183","52","46","6","1.8","5","134","131","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Male","all","WAEC","University","336","331","183","61","55","6","1.8","5","148","122","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Male","disabled","NABTEB","University","17","17","9","6","6","0","1.8","0","8","3","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Male","disabled","NECO","University","37","36","18","5","5","0","1.8","1","18","13","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Community Secondary School, Ankpa II","Male","disabled","WAEC","University","39","38","21","4","4","0","1.8","1","17","17","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Female","all","NABTEB","Polytechnic","98","97","60","22","23","0","2.0","1","37","39","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Female","all","NECO","Polytechnic","155","153","88","38","36","2","2.0","2","65","51","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Female","all","WAEC","Polytechnic","202","199","117","44","38","6","2.0","3","82","74","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Female","disabled","NABTEB","Polytechnic","11","11","6","6","6","0","2.0","0","6","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Female","disabled","NECO","Polytechnic","14","14","7","4","4","0","2.0","0","7","3","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Female","disabled","WAEC","Polytechnic","20","20","11","4","4","0","2.0","0","9","8","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Male","all","NABTEB","Polytechnic","92","91","53","17","11","6","2.0","1","38","37","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Male","all","NECO","Polytechnic","158","156","88","33","31","2","2.0","2","68","56","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Male","all","WAEC","Polytechnic","184","181","103","40","38","2","2.0","3","78","63","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Male","disabled","NABTEB","Polytechnic","11","11","6","0","0","0","2.0","0","6","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Male","disabled","NECO","Polytechnic","17","17","10","4","4","0","2.0","0","7","5","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Comprehensive High School, Ankpa II","Male","disabled","WAEC","Polytechnic","20","20","11","4","4","0","2.0","0","9","8","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Female","all","NABTEB","Polytechnic","78","77","44","17","17","0","2.0","1","33","28","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Female","all","NECO","Polytechnic","127","125","75","33","31","2","2.0","2","50","43","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Female","all","WAEC","Polytechnic","170","167","98","36","34","2","2.0","3","69","63","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Female","disabled","NABTEB","Polytechnic","11","11","6","6","6","0","2.0","0","6","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Female","disabled","NECO","Polytechnic","14","14","7","4","4","0","2.0","0","7","3","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Female","disabled","WAEC","Polytechnic","23","23","12","4","4","0","2.0","0","12","8","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Male","all","NABTEB","Polytechnic","86","85","50","21","17","5","2.0","1","35","28","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Male","all","NECO","Polytechnic","146","144","84","28","26","2","2.0","2","60","56","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Male","all","WAEC","Polytechnic","182","179","105","32","30","2","2.0","3","74","74","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Male","disabled","NABTEB","Polytechnic","11","11","6","6","6","0","2.0","0","6","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Male","disabled","NECO","Polytechnic","21","21","12","5","5","0","2.0","0","9","8","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Government Secondary School, Ankpa II","Male","disabled","WAEC","Polytechnic","26","26","14","4","4","0","2.0","0","12","10","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Female","all","NABTEB","Polytechnic","108","106","66","28","23","5","2.0","2","40","39","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Female","all","NECO","Polytechnic","196","193","118","47","41","6","2.0","3","75","71","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Female","all","WAEC","Polytechnic","307","302","171","65","55","10","2.0","5","131","106","10"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Female","disabled","NABTEB","Polytechnic","11","11","6","6","6","0","2.0","0","6","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Female","disabled","NECO","Polytechnic","18","18","10","5","5","0","2.0","0","8","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Female","disabled","WAEC","Polytechnic","29","29","16","4","4","0","2.0","0","13","12","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Male","all","NABTEB","Polytechnic","119","117","69","17","17","0","2.0","2","48","52","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Male","all","NECO","Polytechnic","228","225","134","47","41","6","2.0","3","91","88","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Male","all","WAEC","Polytechnic","348","343","206","77","68","9","2.0","5","137","129","9"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Male","disabled","NABTEB","Polytechnic","11","11","6","0","0","0","2.0","0","6","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Male","disabled","NECO","Polytechnic","21","21","12","5","5","0","2.0","0","9","8","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa II","Unity College, Ankpa","Male","disabled","WAEC","Polytechnic","29","29","17","4","4","0","2.0","0","12","13","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Female","all","NABTEB","Polytechnic","110","108","63","23","17","6","2.0","2","45","40","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Female","all","NECO","Polytechnic","232","229","130","42","41","1","2.0","3","99","88","1"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Female","all","WAEC","Polytechnic","269","265","153","53","47","6","2.0","4","112","100","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Female","disabled","NABTEB","Polytechnic","14","14","9","6","6","0","2.0","0","5","3","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Female","disabled","NECO","Polytechnic","30","30","15","5","5","0","2.0","0","15","11","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Female","disabled","WAEC","Polytechnic","36","35","19","4","4","0","2.0","1","16","15","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Male","all","NABTEB","Polytechnic","113","111","59","23","17","6","2.0","2","52","36","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Male","all","NECO","Polytechnic","204","201","108","33","31","2","2.0","3","93","75","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Male","all","WAEC","Polytechnic","253","249","140","40","38","2","2.0","4","109","100","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Male","disabled","NABTEB","Polytechnic","17","17","9","6","6","0","2.0","0","8","3","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Male","disabled","NECO","Polytechnic","28","28","14","5","5","0","2.0","0","14","9","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Community Secondary School, Ankpa Suburb I","Male","disabled","WAEC","Polytechnic","36","35","19","4","4","0","2.0","1","16","15","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Female","all","NABTEB","College of Education","104","102","63","27","23","5","2.1","2","39","35","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Female","all","NECO","College of Education","210","207","116","42","36","6","2.0","3","91","74","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Female","all","WAEC","College of Education","298","294","181","77","68","9","2.0","4","113","105","9"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Female","disabled","NABTEB","College of Education","11","11","6","6","6","0","2.1","0","6","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Female","disabled","NECO","College of Education","21","21","10","5","5","0","2.0","0","10","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Female","disabled","WAEC","College of Education","29","29","17","4","4","0","2.0","0","12","13","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Male","all","NABTEB","College of Education","104","102","63","27","23","5","2.1","2","39","35","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Male","all","NECO","College of Education","194","191","113","42","41","1","2.0","3","78","71","1"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Male","all","WAEC","College of Education","274","270","162","65","59","6","2.0","4","108","98","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Male","disabled","NABTEB","College of Education","11","11","6","6","6","0","2.1","0","6","0","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Male","disabled","NECO","College of Education","17","17","10","4","4","0","2.0","0","7","5","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Comprehensive High School, Ankpa Suburb I","Male","disabled","WAEC","College of Education","29","29","16","4","4","0","2.0","0","13","12","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Female","all","NABTEB","College of Education","134","132","78","34","29","5","2.1","2","54","45","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Female","all","NECO","College of Education","242","238","137","57","51","6","2.0","4","101","81","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Female","all","WAEC","College of Education","345","340","204","81","72","9","2.0","5","136","123","9"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Female","disabled","NABTEB","College of Education","17","17","9","6","6","0","2.1","0","8","3","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Female","disabled","NECO","College of Education","31","31","19","5","5","0","2.0","0","12","14","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Female","disabled","WAEC","College of Education","42","41","24","8","9","0","2.0","1","17","16","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Male","all","NABTEB","College of Education","169","166","102","34","29","5","2.1","3","64","68","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Male","all","NECO","College of Education","309","304","174","66","61","5","2.0","5","130","109","5"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Male","all","WAEC","College of Education","402","396","232","85","72","13","2.0","6","164","147","13"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Male","disabled","NABTEB","College of Education","20","20","12","6","6","0","2.1","0","8","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Male","disabled","NECO","College of Education","41","40","21","5","5","0","2.0","1","19","17","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Government Secondary School, Ankpa Suburb I","Male","disabled","WAEC","College of Education","51","50","28","8","9","0","2.0","1","22","20","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Female","all","NABTEB","Polytechnic","102","100","50","11","11","0","2.0","2","50","40","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Female","all","NECO","Polytechnic","174","171","91","28","26","2","2.0","3","80","63","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Female","all","WAEC","Polytechnic","253","249","138","49","42","7","2.0","4","111","89","7"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Female","disabled","NABTEB","Polytechnic","11","11","6","0","0","0","2.0","0","6","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Female","disabled","NECO","Polytechnic","21","21","10","5","5","0","2.0","0","10","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Female","disabled","WAEC","Polytechnic","26","26","14","0","0","0","2.0","0","12","14","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Male","all","NABTEB","Polytechnic","111","109","59","17","11","6","2.0","2","50","43","6"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Male","all","NECO","Polytechnic","213","210","113","33","31","2","2.0","3","97","80","2"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Male","all","WAEC","Polytechnic","301","297","159","49","42","7","2.0","4","138","111","7"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Male","disabled","NABTEB","Polytechnic","14","14","6","0","0","0","2.0","0","8","6","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Male","disabled","NECO","Polytechnic","24","24","12","5","5","0","2.0","0","12","8","0"
"2019/2020","North Central","Kogi","Ankpa","Ankpa Suburb I","Unity College, Ankpa","Male","disabled","WAEC","Polytechnic","32","32","17","4","4","0","2.0","0","15","13","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Female","all","NABTEB","College of Education","78","77","44","11","11","0","2.1","1","33","34","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Female","all","NECO","College of Education","137","135","73","19","15","4","2.0","2","62","54","4"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Female","all","WAEC","College of Education","193","190","103","36","30","6","2.0","3","87","67","6"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Female","disabled","NABTEB","College of Education","11","11","6","0","0","0","2.1","0","6","6","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Female","disabled","NECO","College of Education","21","21","10","0","0","0","2.0","0","10","10","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Female","disabled","WAEC","College of Education","23","23","12","4","4","0","2.0","0","12","8","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Male","all","NABTEB","College of Education","75","74","38","11","11","0","2.1","1","36","28","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Male","all","NECO","College of Education","155","153","83","24","20","4","2.0","2","70","60","4"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Male","all","WAEC","College of Education","199","196","110","32","30","2","2.0","3","86","78","2"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Male","disabled","NABTEB","College of Education","11","11","6","0","0","0","2.1","0","6","6","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Male","disabled","NECO","College of Education","17","17","10","4","4","0","2.0","0","7","5","0"
"2019/2020","North Central","Kogi","Idah","Ede","Community Secondary School, Ede","Male","disabled","WAEC","College of Education","26","26","14","4","4","0","2.0","0","12","10","0"
"2019/2020","North Central","Kogi","Idah","Ede","Comprehensive High School, Ede","Female","all","NABTEB","College of Education","49","48","26","11","11","0","2.1","1","22","16","0"
"2019/2020","North Central","Kogi","Idah","Ede","Comprehensive High School, Ede","Female","all","NECO","College of Education","88","87","50","24","20","4","2.0","1","37","27","4"
"2019/2020","North Central","Kogi","Idah","Ede","Comprehensive High School, Ede","Female","all","WAEC","College of Education","94","93","56","28","26","2","2.0","1","37","29","2"
